E1,px1,py1,pz1,pt1,eta1,phi1,E2,px2,py2,pz2,pt2,eta2,phi2,M,Class
92.3306,-39.8054,33.1387,76.435,51.7942,1.1812,2.4473,33.7146,23.3581,-23.453000000000003,6.4058,33.1005,0.1923,2.4473,93.0618,1
54.5272,-19.1886,43.7443,26.2954,47.7679,0.5259,1.9842,60.9682,13.2054,-42.102,42.0733,44.1244,0.8481,1.9842,92.8785,1
28.305999999999997,17.3748,-20.9683,7.725,27.2314,0.28,-0.8788,105.556,-11.9911,16.9648,-103.4915,20.7748,-2.3088,-0.8788,93.2888,1
67.8632,-26.2012,-52.8567,33.5422,58.9944,0.5417,-2.031,67.706,0.3901,29.3283,61.0229,29.3309,1.4791,-2.031,90.6457,1
100.5218,-39.2436,24.6831,89.1926,46.3607,1.4091,2.5801,40.0928,36.3269,-7.5144,15.2092,37.096,0.3993,2.5801,92.5714,1
48.2774,-16.7278,38.787,23.3765,42.2404,0.5285,1.9780000000000002,109.3842,26.1254,-22.9713,103.7048,34.7882,1.8124,1.9780000000000002,91.4827,1
87.8308,34.2759,33.9885,-73.377,48.2707,-1.2059,0.7812,51.4596,-17.5878,-36.5048,-31.7201,40.5207,-0.7192,0.7812,89.84200000000001,1
56.6254,26.4172,40.9364,-28.8579,48.7202,-0.5622,0.9977,59.0958,-21.7079,-33.3958,-43.6555,39.830999999999996,-0.9477,0.9977,89.745,1
295.4088,-12.7615,53.833999999999996,290.1816,55.3259,2.3594,1.8036,136.57,22.6974,-30.2986,131.2181,37.8574,1.9564,1.8036,91.5166,1
36.7676,-20.6811,28.1512,11.4743,34.9313,0.3228,2.2044,83.073,19.3943,-24.9328,-76.8332,31.5877,-1.6218,2.2044,100.3891,1
137.0378,45.2693,-13.2664,-128.6626,47.1731,-1.7285,-0.2851,44.075,-31.6847,5.5678,-30.1279,32.1701,-0.8358,-0.2851,85.695,1
219.1092,2.2024,48.3952,213.6864,48.4453,2.1898,1.5253,59.3609,-6.0677,-34.7396,47.75,35.2655,1.111,1.5253,94.8429,1
78.2842,33.282,-23.593000000000004,-66.8139,40.7961,-1.2688,-0.6167,178.3626,-30.5888,23.5384,-174.1364,38.597,-2.2119,-0.6167,88.3362,1
149.562,4.7911,-61.4391,-136.2758,61.6256,-1.5343,-1.493,21.5819,2.3417,21.3396,-2.2175,21.4677,-0.1031,-1.493,91.9293,1
39.9787,39.1411,-5.2127,-6.2526,39.4867,-0.1577,-0.1324,91.7469,-28.9823,8.9414,-86.5885,30.3302,-1.7715,-0.1324,92.8173,1
59.3358,-23.5288,21.0096,50.2566,31.5438,1.2454,2.4127,38.6368,-3.6341,-22.3129,-31.3326,22.6069,-1.1298,2.4127,92.2008,1
180.6159,-65.7323,1.5315,-168.2232,65.7501,-1.6687,3.1183,44.4397,22.9406,-17.8527,-33.6139,29.0687,-0.9877,3.1183,88.3986,1
79.2863,30.6139,34.1993,-64.6492,45.8999,-1.1429,0.8407,63.6983,-30.4613,-29.3043,-47.6533,42.2686,-0.9686,0.8407,88.3672,1
49.2091,25.4321,3.3589,-41.9936,25.653000000000002,-1.2684,0.1313,42.3487,-19.3951,-11.4573,35.8605,22.5264,1.2447,0.1313,90.792,1
54.8695,20.959,-32.2155,39.1605,38.4333,0.8947,-0.9940000000000001,43.2754,-14.7653,34.2925,-21.8807,37.3362,-0.5568,-0.9940000000000001,96.3906,1
123.2005,-38.0836,19.5402,-115.5257,42.803999999999995,-1.7187,2.6675,59.0746,32.0863,-19.9024,-45.4331,37.7576,-1.0181,2.6675,85.3251,1
39.7539,-24.5891,-27.2623,-15.2482,36.7132,-0.4042,-2.3047,60.9294,26.8889,6.1557,54.3276,27.5845,1.4299,-2.3047,90.32799999999999,1
202.1019,-45.2034,-26.136,-195.2402,52.2153,-2.0294,-2.6174,197.7168,43.3044,12.5263,-192.5091,45.0797,-2.1583,-2.6174,96.5227,1
83.381,-3.4196,-55.6208,62.0243,55.7258,0.9591,-1.6322,84.9161,-8.4011,32.5016,77.9988,33.5698,1.5796,-1.6322,89.6839,1
97.9877,-3.1674,-46.5445,-86.1694,46.6521,-1.3731,-1.6387,33.3204,-9.3161,31.4962,-5.6079,32.8451,-0.1699,-1.6387,91.8501,1
62.5661,-8.4727,61.4093,-8.4633,61.99100000000001,-0.1361,1.7079,50.4574,-14.6668,-38.2394,-29.4716,40.9557,-0.6686,1.7079,101.3063,1
74.3416,-27.7195,48.5452,-49.0069,55.9018,-0.7914,2.0896,45.191,-6.0831,-38.5136,-22.8456,38.9911,-0.5567,2.0896,88.7808,1
104.0082,20.9852,-37.098,-94.8739,42.622,-1.5403,-1.056,169.4418,-21.7307,35.3951,-164.2726,41.5335,-2.0838,-1.056,87.2612,1
44.2044,-12.7025,33.048,-26.467,35.4052,-0.6912,1.9378,47.4973,22.796999999999997,-15.7259,38.5874,27.6948,1.1341,1.9378,88.6585,1
92.522,5.0127,-43.6452,-81.4266,43.9322,-1.3761,-1.4564,56.1809,-2.2698,40.6774,-38.6845,40.7407,-0.8452,-1.4564,87.57600000000001,1
130.2165,-19.7683,-42.2453,-121.5766,46.6418,-1.6861,-2.0085,142.2183,18.9886,40.0002,-135.1498,44.2785,-1.8348,-2.0085,91.1406,1
42.2294,28.7362,-24.4524,18.9639,37.7318,0.4835,-0.705,49.2962,-23.8302,5.2882,-42.8284,24.4099,-1.3282,-0.705,86.1167,1
234.9497,-40.8284,21.162,230.4052,45.9868,2.3144,2.6634,62.795,34.6157,-7.9531,51.7852,35.5176,1.1712,2.6634,93.8476,1
56.3829,10.3986,-42.1055,-36.0282,43.3706,-0.7565,-1.3287,38.2819,-9.1966,36.0468,9.0308,37.2015,0.2404,-1.3287,90.5231,1
182.0184,1.3612,-47.7913,-175.627,47.8106,-2.0123,-1.5423,83.5253,-19.8941,37.0757,-72.1533,42.0759,-1.3083,-1.5423,93.0597,1
61.6341,29.0864,-35.0576,-41.5176,45.5528,-0.8173,-0.8782,42.9177,-28.1022,29.5792,-13.3141,40.8003,-0.3208,-0.8782,88.8458,1
37.8978,19.2009,-28.5003,-15.9782,34.3648,-0.4497,-0.9779,134.0821,-14.5152,24.6179,-131.0011,28.5785,-2.2274,-0.9779,89.0908,1
60.8647,-44.8315,-18.9587,-36.5406,48.6754,-0.6937,-2.7415,42.7714,39.6168,9.4028,-13.0957,40.7173,-0.3163,-2.7415,90.3227,1
62.0111,40.0138,38.9911,26.9065,55.8696,0.4647,0.7725,51.762,-22.1947,-29.6669,36.1466,37.0503,0.8640000000000001,0.7725,92.5427,1
108.4878,-34.8,-83.04899999999999,-60.5097,90.0455,-0.6296,-1.9676,30.8425,28.5525,5.8461,-10.0915,29.1448,-0.3397,-1.9676,91.8101,1
79.1859,42.2715,17.5498,64.6183,45.7698,1.1448,0.3935,47.393,-40.8781,-16.3744,17.5201,44.0357,0.3881,0.3935,96.2921,1
54.1452,-20.7229,49.7247,-5.4510000000000005,53.8701,-0.10099999999999999,1.9657,39.7247,18.2335,-31.7529,-15.405999999999999,36.6156,-0.4092,1.9657,89.70700000000001,1
71.2489,-51.403,9.5894,-48.3961,52.2898,-0.8277,2.9572,196.0704,-14.1237,34.5449,-192.4858,37.3207,-2.3429,2.9572,84.8172,1
34.6844,26.8086,18.4166,12.0471,32.525,0.3624,0.6019,133.3409,-22.1771,-11.732999999999999,130.9592,25.0896,2.3546,0.6019,87.8384,1
260.5488,42.2674,37.416,-254.3603,56.449,-2.2107,0.7246,61.3816,-29.2296,-14.2667,-52.0557,32.5255,-1.2492,0.7246,95.0923,1
47.5452,-24.1938,-40.5224,-5.7569,47.1954,-0.1217,-2.109,54.1827,19.8547,29.5484,40.8466,35.5994,0.9819,-2.109,94.7525,1
46.4647,-34.8796,15.3497,26.5852,38.1078,0.6507,2.727,157.7932,23.1214,-23.7311,154.2755,33.1325,2.2427,2.727,93.8202,1
114.5789,-9.8898,50.5869,102.3303,51.5446,1.4369999999999998,1.7639,49.5423,-6.0318,-36.4314,33.0274,36.9273,0.8047,1.7639,90.3338,1
98.2394,51.106,9.3346,83.3788,51.9515,1.2516,0.1807,47.4551,-37.3647,8.0843,28.116,38.2293,0.6815,0.1807,91.1239,1
246.8701,19.0852,-44.9975,-241.9831,48.8776,-2.3027,-1.1697,121.9802,-20.9179,32.9121,-115.5785,38.997,-1.8069,-1.1697,89.7262,1
144.9653,-57.1232,59.8121,119.0563,82.7075,1.1607,2.3332,59.4576,-6.972,-30.7341,50.4183,31.5149,1.2489,2.3332,90.074,1
97.8937,-29.7678,4.3749,-93.1554,30.0875,-1.8484,2.9957,26.9514,23.9552,9.1115,8.3369,25.6295,0.3198,2.9957,90.4238,1
52.1014,11.8757,39.1114,-32.3082,40.8746,-0.7252,1.276,105.8855,-12.9785,-38.5949,-97.7431,40.7186,-1.6096,1.276,89.694,1
65.5885,17.7517,41.6562,47.4499,45.2809,0.9148,1.168,36.6567,-14.918,-33.4827,0.2798,36.6557,0.0076,1.168,90.0063,1
160.009,122.9707,94.8174,-38.6104,155.2808,-0.2462,0.6568,98.4922,71.7233,3.218,-67.425,71.7954,-0.8377,0.6568,89.7926,1
43.4386,3.0621,40.2661,16.0053,40.3824,0.3866,1.4949,118.6527,-0.9928,-24.0689,116.1816,24.0894,2.2771,1.4949,92.3772,1
77.7341,38.1173,-17.4098,-65.4719,41.905,-1.2289,-0.4284,173.4362,-28.9091,-12.163,-170.5768,31.3636,-2.395,-0.4284,80.0513,1
128.5241,-36.4636,-32.66,-118.8367,48.9517,-1.62,-2.4112,178.0194,35.8716,23.3547,-172.7967,42.8044,-2.1036,-2.4112,93.9783,1
38.9485,7.1043,-36.3452,-12.064,37.033,-0.3203,-1.3778,56.5868,-6.4029,33.7889,44.9375,34.3902,1.0825,-1.3778,89.6621,1
32.7045,-12.5546,26.714000000000002,-14.083,29.517,-0.4606,2.0101,66.9917,8.6803,-23.9323,61.966,25.4579,1.6225,2.0101,87.3144,1
84.9736,-21.6901,-40.375,-71.5536,45.8323,-1.2282,-2.0638,62.3718,29.1798,34.5918,-42.9207,45.2555,-0.8444,-2.0638,92.2864,1
51.6619,-10.0346,37.2747,34.3344,38.6018,0.8009999999999999,1.8338,40.0497,6.8214,-34.8366,-18.5434,35.4982,-0.5011,1.8338,90.2518,1
54.6259,40.3761,7.0107,-36.1194,40.9803,-0.795,0.1719,123.4128,-35.7652,2.0517,-118.09899999999999,35.824,-1.9083,0.1719,88.3805,1
49.2371,43.1246,2.8148,-23.5931,43.2164,-0.5219,0.0652,101.6376,-31.4589,-2.8187,-96.6054,31.5849,-1.8368,0.0652,90.4401,1
82.6132,-4.5745,49.1421,-66.2501,49.3545,-1.104,1.6636,28.6127,9.1124,-27.1206,-0.3532,28.6105,-0.0123,1.6636,86.1956,1
88.9075,-21.8537,-75.6258,41.3242,78.7201,0.5034,-1.8521,42.7024,5.3407,21.819000000000003,36.3168,22.4631,1.2578,-1.8521,90.1398,1
48.2129,41.7963,1.7357,-23.9694,41.8324,-0.5455,0.0415,86.9297,-36.6185,-1.3341,-78.8294,36.6428,-1.5093,0.0415,87.5725,1
76.2577,9.1312,-25.246,-71.3757,26.8466,-1.7046,-1.2237,29.1341,-1.1502,23.4476,17.2535,23.4758,0.6811,-1.2237,90.0626,1
66.212,-9.8929,46.1597,-46.4268,47.2079,-0.8696,1.7819,68.6759,6.9255,-35.1859,-58.5694,35.861,-1.2665,1.7819,83.9127,1
78.1082,45.7166,-5.1368,63.1229,46.0043,1.1217,-0.1119,83.889,-44.9356,6.5988,70.5309,45.4175,1.2238,-0.1119,91.52600000000001,1
138.1059,-36.1288,25.4581,130.8428,44.1973,1.8059,2.5278,48.4917,29.7589,-20.5799,32.2851,36.1818,0.8031,2.5278,90.2419,1
202.2686,53.5525,-18.0752,-194.2112,56.5206,-1.9480000000000002,-0.3255,112.0277,-36.4099,6.9175,-105.7198,37.0612,-1.7708,-0.3255,91.6798,1
59.5746,26.1314,30.0771,44.2906,39.8432,0.9581,0.8555,39.0315,-22.0408,-32.1836,-1.3689,39.0075,-0.0351,0.8555,88.6551,1
55.4275,-37.2244,-18.2385,36.7955,41.4523,0.7997,-2.6860000000000004,51.8983,36.0655,15.0164,34.1645,39.0668,0.7898,-2.6860000000000004,80.4473,1
53.5964,-46.2565,6.3053,26.3278,46.6843,0.5377,3.0061,69.2931,37.7001,10.1954,57.2389,39.0543,1.1755,3.0061,88.1643,1
44.7687,-31.2755,31.3502,-6.5758,44.2831,-0.14800000000000002,2.355,51.6224,33.8998,-23.053,-31.3726,40.9955,-0.7053,2.355,88.1784,1
164.8667,32.743,-7.0442,161.429,33.4921,2.2765,-0.2119,25.9259,-24.5383,6.2089,5.6102,25.3116,0.2199,-0.2119,91.8243,1
56.4886,22.9383,32.7429,-39.9085,39.9783,-0.8801,0.9597,39.5506,-9.5802,-34.867,16.024,36.1592,0.4298,0.9597,92.0332,1
74.5428,33.1265,-52.2465,41.588,61.8633,0.6298,-1.0057,40.5036,-32.7894,13.089,19.8514,35.3053,0.5362,-1.0057,89.0362,1
45.2419,34.1583,-29.6622,0.43799999999999994,45.2398,0.0097,-0.7151,46.1981,-26.7957,35.7419,11.7802,44.6709,0.2607,-0.7151,90.1156,1
160.6893,-32.6002,-3.4711,157.3093,32.7845,2.2721,-3.0355,41.3914,27.5463,16.667,26.0128,32.1961,0.7389,-3.0355,83.8448,1
186.9246,61.4409,-3.9171,176.4949,61.5657,1.7755,-0.0637,108.0148,-34.6026,9.5556,101.8751,35.8978,1.7659,-0.0637,93.5266,1
194.4723,0.8035,-56.9607,-185.9417,56.9664,-1.8988,-1.5567,90.0837,15.0844,36.2536,-81.0754,39.2665,-1.4722,-1.5567,94.8304,1
116.5729,46.6925,-3.272,-106.7631,46.806999999999995,-1.5626,-0.07,151.7581,-40.1741,1.5044,-146.3363,40.2023,-2.0035,-0.07,88.8632,1
59.2801,2.8421,36.2497,-46.8189,36.361,-1.0709,1.4926,37.3559,-16.3105,-23.4981,24.0264,28.6041,0.7636,1.4926,92.0598,1
57.0381,-42.3031,23.1727,30.4436,48.2341,0.5954,2.6405,45.0137,34.5738,-28.603,-3.5711,44.8718,-0.0795,2.6405,97.9959,1
56.2464,-29.6687,7.0336,-47.2648,30.491,-1.2222,2.9088,37.6967,25.2336,-8.0441,26.8252,26.4848,0.8904,2.9088,91.5797,1
51.897,26.3956,-28.6816,34.2627,38.979,0.7932,-0.8269,42.3524,11.6138,27.9637,-29.6121,30.2795,-0.8657,-0.8269,86.1167,1
38.8301,-36.5853,-13.0099,0.1785,38.8297,0.0046,-2.7999,59.8905,35.6721,14.2828,-45.9387,38.4253,-1.0131,-2.7999,87.4603,1
47.4432,-34.1967,-30.1176,13.2051,45.5684,0.2859,-2.4195,52.5985,32.8954,-10.5836,-39.6546,34.556,-0.982,-2.4195,87.46700000000001,1
56.8738,30.4199,-28.6048,38.6138,41.7565,0.8271,-0.7547,45.5615,-11.5012,18.6569,-39.9436,21.9171,-1.3613,-0.7547,100.1716,1
63.4253,13.914000000000001,-46.5516,-40.7691,48.5865,-0.7629,-1.2804,56.1418,-18.7813,40.2942,-34.2862,44.4563,-0.71,-1.2804,92.7371,1
120.2659,-14.5006,-27.737,-116.1218,31.2987,-2.0219,-2.0525,25.4057,11.203,22.8009,0.2486,25.4045,0.0098,-2.0525,88.0815,1
43.0739,-38.2206,-10.4278,16.9058,39.6175,0.4147,-2.8752,51.788999999999994,31.5051,11.4791,-39.4685,33.5312,-1.0012,-2.8752,91.8896,1
73.154,-13.1316,53.205,-48.4592,54.8015,-0.7971,1.8128,48.1367,8.4917,-39.679,-25.8961,40.5775,-0.6013,1.8128,94.7535,1
40.2573,-10.9234,-37.4877,-9.798,39.0467,-0.2484,-1.8543,59.3829,9.8272,37.3446,45.1125,38.616,0.9955,-1.8543,93.1656,1
232.9453,39.5614,-42.8215,225.5321,58.2991,2.0623,-0.825,40.2461,-21.4839,16.7405,29.6302,27.2361,0.9422,-0.825,92.2971,1
67.8846,-32.0124,-19.1081,-56.731,37.2816,-1.2067,-2.6035,35.9208,32.8534,12.5452,7.3193,35.1672,0.2067,-2.6035,91.0509,1
54.4479,-44.2339,19.249000000000002,-25.2471,48.2406,-0.502,2.7311,69.8958,36.3864,-8.7223,-59.037,37.4172,-1.2372,2.7311,90.4718,1
72.9608,3.85,47.2137,-55.4916,47.3704,-0.9976,1.4894,35.0415,-5.7897,-34.2447,-4.6569,34.7307,-0.1337,1.4894,88.7394,1
51.6787,40.7528,18.8532,-25.5823,44.9025,-0.5427,0.4333,44.2009,-35.298,-24.83,-9.5523,43.1564,-0.2196,0.4333,88.8425,1
56.8744,-50.8739,24.6878,-6.0874,56.5476,-0.1074,2.6898,48.9851,46.4721,-14.8213,4.4957,48.7783,0.092,2.6898,105.2946,1
53.5022,20.0922,41.6914,26.8444,46.2803,0.5516,1.1217,36.7816,-12.0427,-34.301,5.5947,36.3536,0.1533,1.1217,83.5431,1
137.9714,23.5873,-30.8865,132.385,38.863,1.9397,-0.9186,32.3612,-20.154,22.8935,10.8144,30.5007,0.3475,-0.9186,91.8231,1
72.9727,21.8744,-36.9608,-58.9951,42.9487,-1.1226,-1.0364,52.6559,-28.5144,31.9097,-30.6813,42.7937,-0.6665,-1.0364,87.5847,1
75.5975,58.3648,-30.5582,37.0774,65.8806,0.5367,-0.4823,60.6782,-31.0737,-8.7941,51.3706,32.2941,1.244,-0.4823,91.949,1
118.3558,-9.2312,-46.9771,108.2406,47.8755,1.5546,-1.7648,43.3905,8.2173,34.6911,24.7334,35.650999999999996,0.6476,-1.7648,91.2567,1
61.5293,-31.2566,-39.1069,35.7705,50.0632,0.6645,-2.2451,42.0944,30.1105,28.8211,5.8855,41.6809,0.1407,-2.2451,94.3161,1
48.8892,-39.34,27.3706,9.6626,47.9248,0.2003,2.5337,56.5829,28.09,-26.1563,41.5743,38.3823,0.9390000000000001,2.5337,91.4937,1
126.5491,-18.7986,-54.4641,112.6719,57.6171,1.4236,-1.9031,139.155,-13.0019,39.6942,132.7382,41.7693,1.8732,-1.9031,95.6197,1
57.8121,-16.164,51.1944,21.4497,53.6856,0.3896,1.8766,55.2663,20.1308,-28.5675,42.8137,34.9479,1.0319,1.8766,90.1622,1
73.6722,-38.9267,-7.9384,62.0426,39.7279,1.2285,-2.9404,33.0495,31.3566,-1.96,-10.2563,31.4178,-0.3209,-2.9404,92.4793,1
55.6905,36.1107,15.912,39.297,39.461,0.8784,0.415,36.2853,-28.7301,-18.9267,-11.532,34.4041,-0.3292,0.415,87.3217,1
51.5639,39.3661,-22.2866,24.7478,45.2369,0.5229,-0.5151,72.64399999999999,-34.4739,23.2106,59.5815,41.5594,1.1574,-0.5151,91.0569,1
41.0614,18.448,36.6825,0.3253,41.0601,0.0079,1.1048,68.9765,-14.1742,-35.3368,57.5166,38.0736,1.2007,1.1048,93.5018,1
86.3699,14.9777,-39.1517,-75.5154,41.9188,-1.3512,-1.2054,42.0661,-7.9647,39.3961,-12.4126,40.1931,-0.3041,-1.2054,93.3555,1
41.2169,39.7316,-0.5078,-10.9534,39.7348,-0.2723,-0.0128,63.7225,-26.6064,-12.9884,56.4265,29.6075,1.4007,-0.0128,92.6825,1
278.1631,-264.3823,-20.5149,83.9992,265.177,0.3117,-3.0642,46.6552,-34.293,-29.1966,-12.1761,45.0383,-0.2672,-3.0642,93.11399999999999,1
91.2742,-19.3336,63.6663,62.4803,66.5371,0.8376,1.8656,55.7289,-21.7432,-33.128,39.1852,39.6261,0.8735,1.8656,93.0276,1
85.1389,-34.1867,39.2026,67.4022,52.0151,1.0759,2.2880000000000003,69.6093,31.7513,-25.6148,56.402,40.7954,1.1278,2.2880000000000003,91.8093,1
83.7665,20.0662,-27.8844,-76.3978,34.354,-1.5395,-0.9470000000000001,33.8723,-31.9486,9.6645,5.7633,33.3784,0.1718,-0.9470000000000001,91.5231,1
36.4967,-35.5126,-8.1361,-2.1596,36.4327,-0.0592,-2.9164,82.9997,27.9861,11.894,-77.2286,30.4087,-1.6619,-2.9164,88.9164,1
95.6183,-47.5958,-0.7765,82.9271,47.6021,1.3219999999999998,-3.1253,124.6557,39.1083,-10.1742,117.92399999999999,40.4101,1.7923,-3.1253,89.37299999999999,1
49.4839,31.5252,35.7052,-13.4151,47.6308,-0.278,0.8475,77.4087,-15.552999999999999,-35.4391,-67.0394,38.7017,-1.317,0.8475,96.8175,1
75.8711,-41.1624,28.3927,57.0608,50.0049,0.9777,2.5378,56.4535,38.7992,-7.9658,40.2265,39.6085,0.8924,2.5378,87.3049,1
71.7979,-51.7339,-19.1046,-45.9734,55.1488,-0.7587,-2.7878,41.196999999999996,-14.9011,32.3434,20.7137,35.6109,0.5529999999999999,-2.7878,86.6851,1
69.7145,-2.8095,-47.7937,50.6752,47.8763,0.9221,-1.6295,71.7374,4.2954,41.4884,58.3653,41.7102,1.1376,-1.6295,89.8712,1
210.3776,-30.9879,-39.9258,-204.2166,50.5403,-2.1045,-2.2308,183.2176,24.4211,36.2825,-177.921,43.7357,-2.1111,-2.2308,93.9769,1
62.6723,-38.766999999999996,-49.2311,-1.1139,62.6624,-0.0178,-2.2378,50.1825,34.353,31.0712,-19.3064,46.3201,-0.4056,-2.2378,109.4073,1
177.7269,29.0285,30.6801,172.6353,42.2365,2.1157,0.8131,123.9743,-31.4932,-26.4397,116.9562,41.1203,1.768,0.8131,84.477,1
94.3475,0.063,42.376999999999995,84.295,42.376999999999995,1.4388,1.5693,199.393,4.8616,-41.9607,194.8672,42.2414,2.2336,1.5693,91.2553,1
93.1443,46.3277,-13.7378,-79.6297,48.3216,-1.2741,-0.2883,66.3511,-42.4558,5.9074,-50.6466,42.8648,-1.0041,-0.2883,91.6001,1
29.03,13.7225,-25.5818,0.0688,29.0299,0.0024,-1.0784,116.3625,-7.1762,25.5573,-113.2941,26.5457,-2.1577,-1.0784,90.9733,1
51.8129,-32.8946,-18.4794,35.5111,37.7299,0.8392,-2.6298,140.4999,31.4844,-0.5861,136.9256,31.4899,2.1759,-2.6298,82.97200000000001,1
164.7744,-9.933,-36.5087,160.3716,37.8358,2.151,-1.8364,39.9879,10.2153,30.175,24.1693,31.8572,0.7001,-1.8364,88.499,1
64.3433,10.8718,-35.8764,52.2949,37.4875,1.1351,-1.2766,34.5032,-3.1277,22.2759,-26.1624,22.4944,-0.9921,-1.2766,94.0361,1
277.4584,46.2967,-51.4,-268.6966,69.1762,-2.0662,-0.8376,206.2282,-27.9733,27.9948,-202.3953,39.5754,-2.3346,-0.8376,105.5542,1
39.6709,34.0226,-4.9403,19.7948,34.3795,0.5479,-0.1442,52.181999999999995,-31.469,4.0693,-41.4258,31.730999999999998,-1.0818,-0.1442,89.2288,1
97.1356,-16.2088,27.1774,91.8367,31.6439,1.7871,2.1086,31.1081,8.8345,-29.756,2.0599,31.0398,0.0663,2.1086,86.9989,1
74.3067,-29.3696,-6.777,67.9189,30.1413,1.5515,-2.9148,31.6274,25.3785,12.0901,-14.4932,28.1112,-0.4951,-2.9148,91.2336,1
43.3265,-29.8404,0.0932,31.4122,29.8406,0.9181,3.1385,50.6508,21.4821,-3.0475,-45.7683,21.6972,-1.4915,3.1385,92.4502,1
94.3924,-23.7615,9.5974,-90.8472,25.6265,-1.9780000000000002,2.7577,23.7771,18.9588,-7.7005,12.1086,20.463,0.5617,2.7577,87.9637,1
95.2658,24.9869,-15.9348,-90.539,29.6355,-1.8357,-0.5677,26.9035,-24.4899,3.3364,10.626,24.7161,0.4177,-0.5677,91.544,1
56.8865,39.9897,40.3726,-2.6371,56.8254,-0.0464,0.7902,49.2798,13.3646,-45.6475,12.8916,47.5637,0.2678,0.7902,91.0584,1
155.3582,42.5359,-18.148,148.3155,46.2456,1.882,-0.4033,84.2774,-44.1319,6.3702,71.5156,44.5893,1.251,-0.4033,94.6479,1
205.1915,5.4543,-64.5815,-194.687,64.8114,-1.8197,-1.4865,121.47,4.1998,29.5574,-117.7441,29.8543,-2.081,-1.4865,88.1738,1
53.1737,26.9259,39.891999999999996,22.6068,48.1287,0.45399999999999996,0.9771,64.4596,-6.3698,-43.6185,47.0308,44.0812,0.9279,0.9771,92.4758,1
98.301,-38.9049,-0.1416,-90.2744,38.9052,-1.5784,-3.138,37.2979,34.435,7.4657,-12.2325,35.235,-0.3405,-3.138,88.3503,1
240.5221,-4.0316,-48.4307,-235.5613,48.5983,-2.282,-1.6539,69.2952,12.5197,31.0331,-60.6797,33.4634,-1.3569,-1.6539,88.6191,1
74.8102,26.2267,44.3073,-54.2733,51.4876,-0.9191,1.0363,102.2848,-40.699,-13.9483,-92.7966,43.0228,-1.5117,1.0363,92.7467,1
45.0421,29.1301,31.4568,13.8094,42.873000000000005,0.3168,0.8238,68.1709,-28.4382,-28.6566,54.9303,40.3725,1.1149,0.8238,89.9095,1
59.8762,53.8531,16.3542,-20.434,56.2815,-0.3555,0.2948,66.3575,-39.6822,-11.1918,-51.994,41.2303,-1.0545,0.2948,102.2823,1
131.8446,-8.4672,-48.1222,-122.4564,48.8614,-1.6495,-1.745,162.0056,-14.4007,44.4781,-155.1133,46.7513,-1.9144,-1.745,93.6312,1
97.9328,40.2225,-29.8315,84.161,50.0776,1.2909,-0.6381,82.3813,-33.9714,25.4542,70.6025,42.4496,1.2819999999999998,-0.6381,92.2129,1
148.1953,-44.0552,47.0948,-133.4281,64.4886,-1.4741,2.3229,92.1255,1.9053,-36.6104,-84.5172,36.6599,-1.5724,2.3229,91.4734,1
65.6018,-8.0445,60.8983,23.0278,61.4273,0.3666,1.7021,72.9881,26.0916,-10.4966,67.3522,28.1238,1.6075,1.7021,90.4024,1
63.1901,-0.2437,-28.6526,-56.3201,28.6537,-1.4281,-1.5793,32.7054,2.3704,27.2399,17.9446,27.3429,0.6165,-1.5793,87.845,1
68.2717,23.219,-35.1244,53.7418,42.1052,1.064,-0.9867,39.0238,-24.5314,30.1758,3.2387,38.8892,0.0832,-0.9867,90.7708,1
107.5251,-15.3483,49.821999999999996,94.0418,52.1325,1.3523,1.8696,93.4713,1.3887,-40.4071,84.2747,40.431,1.4808,1.8696,91.2102,1
179.745,-17.1242,-34.9419,175.4824,38.9124,2.2114,-2.0265,44.9241,21.456,27.5353,28.2776,34.9078,0.7405,-2.0265,94.2572,1
102.9506,-36.9163,41.9181,-86.4805,55.8565,-1.2212,2.2928,43.7361,26.0003,-21.0504,-28.1729,33.4535,-0.7652,2.2928,88.4136,1
42.1566,26.1766,-17.7024,-27.9033,31.6004,-0.7962,-0.5946,47.5661,-12.0176,27.7679,36.7022,30.2569,1.0243,-0.5946,87.584,1
127.3127,-2.4851,-28.5026,124.0562,28.6108,2.1731,-1.6578,27.9672,-15.6992,22.9932,-2.6478,27.8416,-0.095,-1.6578,94.9252,1
138.0388,-29.6143,-44.3937,127.3063,53.3649,1.6039,-2.1591,79.5606,19.1036,35.313,68.6873,40.1491,1.3063,-2.1591,93.5045,1
182.9057,44.3516,11.9258,177.0458,45.927,2.0589,0.2627,222.3348,-42.1271,-17.9947,217.5644,45.8094,2.2621,0.2627,91.9832,1
117.2931,4.1533,-69.6816,-94.2597,69.8053,-1.1088,-1.5113,73.48100000000001,0.9027,27.6281,-68.0832,27.6429,-1.6334,-1.5113,90.8045,1
155.4115,-29.6593,-1.054,152.5514,29.678,2.3396,-3.1061,22.5963,22.1866,-4.203,0.8261,22.5812,0.0366,-3.1061,89.8811,1
67.1732,-1.4708,49.1219,45.7943,49.1439,0.8323,1.6007,65.2666,-0.3217,-40.4689,51.2044,40.4702,1.0571,1.6007,89.7411,1
60.0054,-18.9102,-49.0517,28.9307,52.5706,0.5258,-1.9388,37.8167,17.4549,23.5235,-23.9181,29.2921,-0.7455,-1.9388,94.288,1
