E1,px1,py1,pz1,pt1,eta1,phi1,E2,px2,py2,pz2,pt2,eta2,phi2,M,Class
40.0015,8.751380000000001,-38.6122,5.7115800000000005,39.5915,0.143767,-1.34791,38.9976,-8.54199,37.6531,-5.48451,38.6098,-0.141576,1.79388,78.9926,0
58.4519,-12.4514,-23.3822,-52.1042,26.4908,-1.42872,-2.06012,57.278999999999996,14.8029,30.4664,-46.1904,33.8722,-1.11668,1.1185100000000001,60.6309,0
30.0595,12.3842,-23.3142,14.3752,26.3992,0.5206810000000001,-1.08251,30.2522,-12.4469,23.4639,-14.4811,26.5609,-0.521275,2.05852,60.3114,0
23.1001,-4.45251,-22.1025,-5.025930000000002,22.5465,-0.221108,-1.76958,23.1245,4.46499,22.1341,4.98775,22.5799,0.219135,1.37174,46.2246,0
22.9735,-2.8156,-22.0283,5.8821699999999995,22.2075,0.26187,-1.69792,23.1059,2.82249,22.1592,-5.90578,22.3382,-0.261393,1.4441,46.0793,0
24.1554,8.93524,-21.0502,-7.779610000000001,22.8681,-0.333953,-1.16937,24.0626,-8.905510000000003,20.9602,7.76923,22.7736,0.334857,1.9725599999999999,48.2179,0
31.7771,-9.94944,-28.84800000000001,8.86437,30.5155,0.28655,-1.9029099999999999,31.1232,9.72863,28.2422,-8.73894,29.8709,-0.288537,1.23906,62.8968,0
29.7442,0.903904,-29.4932,3.7474,29.506999999999998,0.126661,-1.54016,30.2877,-0.896774,30.0258,-3.8702400000000003,30.0392,-0.128486,1.60065,60.0294,0
39.387,-5.5202,-37.8706,9.309569999999999,38.2708,0.240918,-1.71554,38.9566,5.4658,37.4598,-9.192089999999999,37.8564,-0.24049,1.42591,78.3424,0
25.7303,-0.27547,22.8426,11.8397,22.8443,0.4975,1.58286,26.0077,0.248401,-22.9909,-12.155,22.9922,-0.506695,-1.55999,51.7368,0
28.9657,-13.3946,-21.4388,-14.1409,25.2791,-0.533692,-2.1292400000000002,29.6702,13.7051,21.9565,14.5048,25.8828,0.534578,1.01278,58.6316,0
40.8967,10.3676,-29.6157,-26.2288,31.3779,-0.7604569999999999,-1.23406,41.151,-10.4239,29.8134,26.3798,31.5832,0.7599560000000001,1.90715,82.0472,0
27.9414,-6.9336100000000025,-26.9474,2.54472,27.8251,0.09132699999999999,-1.82264,29.07800000000001,7.207210000000001,28.0369,-2.73991,28.9485,-0.09450700000000001,1.31918,57.0081,0
37.4871,22.6529,-29.2586,-6.00477,37.0029,-0.161574,-0.911968,37.6049,-22.7661,29.3865,5.6799300000000015,37.1734,0.15220699999999998,2.22993,75.0912,0
29.1759,0.368871,-28.9764,-3.38449,28.9788,-0.11652799999999999,-1.55807,28.9625,-0.367181,28.7774,3.24665,28.7797,0.112572,1.58355,58.1379,0
106.479,28.0899,9.00955,102.311,29.4994,1.9569599999999998,0.310374,31.4605,-28.6748,-9.42688,8.868030000000003,30.1846,0.289723,-2.82397,81.6455,0
28.3197,-12.5926,24.0559,8.045760000000001,27.1525,0.292144,2.05305,28.081999999999997,12.4671,-23.8698,-7.96205,26.9294,-0.291517,-1.0894700000000002,56.4012,0
23.1579,-3.1562799999999998,-22.8287,2.27299,23.0458,0.09847,-1.70818,23.666999999999998,3.22149,23.3309,-2.3252,23.5523,-0.0985655,1.43359,46.8222,0
25.2614,-2.23345,-22.6332,-10.9944,22.7431,-0.46633,-1.6691599999999998,26.017,2.28488,23.2959,11.3559,23.4077,0.46787799999999996,1.4730299999999998,51.2728,0
31.8349,-19.9491,-23.101,9.04603,30.5225,0.292197,-2.2831099999999998,31.6726,19.8316,22.9829,-9.035260000000001,30.3563,-0.293412,0.85887,63.5073,0
32.1003,-6.52045,-30.4186,7.9127899999999975,31.1096,0.251687,-1.7819599999999998,30.8002,6.23778,29.1821,-7.6246399999999985,29.8414,-0.252804,1.3602100000000001,62.8871,0
33.5686,18.0774,-28.0294,3.7953099999999997,33.3532,0.11354700000000001,-0.997984,33.6366,-18.1111,28.0925,-3.7698300000000002,33.4245,-0.112549,2.14343,67.2052,0
29.6017,-16.6681,-24.1927,-3.6246099999999997,29.3788,-0.123064,-2.17408,28.7293,16.1838,23.4803,3.4824300000000004,28.5173,0.121815,0.9673209999999999,58.3245,0
20.4957,-10.3334,-17.5504,-2.2947599999999997,20.3666,-0.112436,-2.1029299999999997,21.3896,10.8079,18.3627,1.87156,21.3073,0.08772410000000001,1.03882,41.8726,0
20.7313,-3.65394,-19.8541,4.71591,20.1875,0.231531,-1.7528,20.948,3.6931300000000014,20.061,-4.76708,20.3981,-0.231625,1.3887399999999999,41.6788,0
27.7871,-0.863044,-20.9921,-18.185,21.0099,-0.783038,-1.61189,27.3153,0.826888,20.6344,17.8788,20.651,0.7832,1.53074,55.1004,0
30.6805,14.8806,-25.999000000000002,6.62595,29.9563,0.21942199999999998,-1.0509600000000001,30.3414,-14.7238,25.7103,-6.5405,29.6278,-0.21899999999999997,2.0908900000000004,61.021,0
35.9374,2.96373,35.8076,-0.72025,35.9301,-0.0200445,1.48822,34.9414,-2.90365,-34.8124,0.7417819999999999,34.9333,0.0212326,-1.6540099999999998,70.8718,0
36.2345,-5.1134,-35.5526,4.7737099999999995,35.9185,0.132516,-1.71364,36.9172,5.21031,36.227,-4.82978,36.5998,-0.131582,1.42795,73.1485,0
41.3967,-15.6782,-35.7664,-13.7345,39.0518,-0.344825,-1.9839200000000001,41.0743,15.5476,35.4936,13.622,38.7495,0.344674,1.15793,82.4703,0
24.3468,2.51627,-23.9775,3.3918199999999996,24.1092,0.140226,-1.46624,24.2223,-2.51145,23.8608,-3.32635,23.9926,-0.1382,1.67566,48.568999999999996,0
31.6557,-2.8671599999999997,-28.5658,-13.3359,28.7093,-0.44925,-1.67083,33.2995,0.716496,33.1708,2.83356,33.1785,0.08529989999999997,1.5492,63.8986,0
20.9142,-6.7656199999999975,19.756,1.1495799999999998,20.8823,0.055022400000000006,1.90074,20.4209,6.61923,-19.2848,-1.13323,20.3892,-0.055551199999999995,-1.24016,41.3322,0
30.5109,-7.587460000000001,-28.1054,-9.13369,29.1115,-0.308816,-1.8344799999999999,30.6538,7.6336,28.2668,9.07513,29.2794,0.305189,1.30703,61.1644,0
37.802,-9.63977,-31.165,-19.0996,32.6218,-0.55634,-1.8707799999999999,40.6618,10.2721,33.4847,20.6549,35.0249,0.55999,1.27314,78.4115,0
23.4273,6.7496,-20.1691,9.82226,21.2685,0.44680600000000004,-1.24786,23.531999999999996,-6.801639999999999,20.264,-9.8415,21.375,-0.44553400000000004,1.89463,46.9592,0
34.203,-12.8952,-31.6561,-1.20099,34.1818,-0.0351281,-1.95763,35.0796,13.2191,32.4675,1.29839,35.0554,0.0370298,1.18414,69.277,0
36.1242,-0.544925,-33.2029,-14.2203,33.2074,-0.41611499999999996,-1.58721,37.3894,0.5631729999999999,34.5919,14.1788,34.5965,0.399149,1.5545200000000001,73.5005,0
37.5335,-28.5434,23.8844,-4.85409,37.2181,-0.130056,2.44483,38.381,29.1822,-24.4105,5.06079,38.0457,0.132629,-0.696596,75.9096,0
148.08700000000005,-20.7902,26.9507,-144.123,34.0378,-2.15,2.2278599999999997,69.0013,25.5032,-26.76,-58.2637,36.9664,-1.2362600000000001,-0.809441,78.3907,0
41.7584,24.594,-0.109141,-33.7473,24.5942,-1.1217,-0.00443769,28.4774,-28.3333,2.34974,1.63012,28.4305,0.0573057,3.05885,62.3102,0
39.2523,1.6323299999999998,-35.4503,-16.7732,35.4879,-0.456613,-1.52478,39.9267,-1.66136,36.0743,17.0296,36.1126,0.45564,1.6168200000000001,79.176,0
37.6126,-2.2187,-36.054,-10.4826,36.1222,-0.28627199999999997,-1.63226,38.9479,2.31008,37.336999999999996,10.8417,37.4084,0.285908,1.5090000000000001,76.5489,0
26.2984,17.1443,-18.6964,-6.93613,25.366999999999997,-0.27013400000000004,-0.828677,25.7337,-16.7224,18.259,7.0133199999999984,24.7594,0.279602,2.3123,52.0285,0
23.7635,13.0162,-19.7129,2.5830599999999997,23.6225,0.10913099999999999,-0.9872219999999999,24.206999999999997,-13.2719,20.0668,-2.67299,24.0587,-0.110876,2.1551299999999998,47.9684,0
30.4347,3.6172699999999995,-25.340999999999998,16.4623,25.5979,0.60544,-1.4290100000000001,30.5569,-3.6436699999999997,25.4614,-16.4971,25.7208,-0.603992,1.7129400000000001,60.9915,0
38.2078,16.8113,28.8614,-18.5533,33.4006,-0.530274,1.04335,39.5149,-17.3685,-29.8286,19.2356,34.5168,0.531852,-2.09808,77.7117,0
28.3894,-16.6232,-19.1515,-12.7607,25.3597,-0.484062,-2.2856400000000003,28.0662,16.4352,18.9265,12.6243,25.0665,0.4844600000000001,0.855736,56.4547,0
24.0689,-13.5722,-19.6074,-3.26295,23.8464,-0.136408,-2.17627,23.8974,13.4711,19.4757,3.20938,23.6806,0.135116,0.96567,47.9659,0
37.2065,29.5351,-21.1833,-7.95368,36.3463,-0.21711999999999998,-0.622193,37.4929,-29.7345,21.3278,8.16605,36.5926,0.221349,2.51937,74.6987,0
30.8481,-0.474293,30.3867,-5.293069999999998,30.3904,-0.1733,1.5864,30.3622,0.4526520000000001,-29.916,5.16561,29.9194,0.17180499999999999,-1.55567,61.2084,0
28.2576,0.539714,-25.4882,-12.1879,25.4939,-0.46151099999999995,-1.54962,27.4022,-0.5231319999999999,24.927,11.3684,24.9325,0.441485,1.59178,55.6509,0
27.5814,1.78941,-27.4698,-1.7125400000000002,27.528000000000002,-0.06217080000000001,-1.50575,27.7914,-1.7915900000000002,27.6804,1.7136200000000001,27.7383,0.0617389,1.63543,55.3724,0
21.4992,-5.05645,-20.7209,2.69834,21.3289,0.126176,-1.81015,20.4727,4.83593,19.7581,-2.31303,20.3413,-0.11346700000000001,1.33076,41.9585,0
78.283,4.0867,42.8887,65.3611,43.083,1.20421,1.4758,22.9791,2.78629,-21.4411,-7.78097,21.6214,-0.352526,-1.44157,80.1954,0
30.5571,1.35047,30.111,-5.02284,30.1413,-0.165881,1.52598,30.5528,-1.36144,-30.1093,5.00432,30.14,0.16528199999999998,-1.61598,61.1099,0
27.7581,17.3163,-21.5742,2.2806,27.664,0.0823461,-0.8944479999999999,56.5775,-16.5853,49.7688,21.1896,52.4596,0.393675,1.89247,75.9353,0
22.2872,-10.2511,-18.3859,-7.3201600000000004,21.0505,-0.34109,-2.0794200000000003,22.4156,10.3079,18.5261,7.2785800000000025,21.2007,0.336908,1.0630600000000001,44.7026,0
21.6453,-18.4428,-9.31909,-6.44402,20.6635,-0.30700900000000003,-2.67372,42.66,29.9749,10.8128,28.3629,31.8655,0.8014760000000001,0.34620100000000004,59.3254,0
41.3436,0.217167,-41.3428,0.0644082,41.3434,0.00155788,-1.56554,41.433,-0.22945900000000002,41.4321,0.10483900000000004,41.4327,0.00253034,1.57633,82.7763,0
27.6922,3.8525699999999996,-27.183000000000003,3.6179300000000003,27.4547,0.1314,-1.43001,27.4115,-3.8147699999999998,26.9111,-3.55214,27.1802,-0.13031900000000002,1.7116099999999999,55.103,0
21.6724,-4.40331,-21.0032,3.02651,21.4598,0.140568,-1.77745,21.3169,4.3108,20.6625,-2.97926,21.1074,-0.140683,1.3651200000000001,42.9879,0
35.4966,20.781,-28.7599,1.0090700000000001,35.4821,0.0284349,-0.945083,34.2142,-20.0427,27.7101,-1.0201799999999999,34.1988,-0.0298265,2.19699,69.699,0
40.961999999999996,-30.7219,-24.3721,11.8338,39.2152,0.297362,-2.47094,40.7143,30.4884,24.1991,-11.9373,38.9248,-0.302061,0.6708970000000001,81.6757,0
29.4664,-13.4107,-23.4009,-11.8662,26.9713,-0.426875,-2.09119,29.346,13.2143,23.1259,12.3187,26.635,0.44742200000000004,1.05167,58.8096,0
34.6869,18.3469,-24.0406,16.9887,30.2417,0.535762,-0.9189229999999999,34.6414,-18.4151,24.081,-16.762999999999998,30.3152,-0.528071,2.22365,69.3279,0
25.7465,-13.5566,-19.9757,-8.94754,24.1415,-0.362629,-2.16705,25.816999999999997,13.6016,20.0341,8.95195,24.215,0.361744,0.974358,51.5634,0
38.1212,-13.530999999999999,19.8417,-29.6046,24.0163,-1.03673,2.1693,38.6905,13.7499,-20.177,30.0128,24.4166,1.03453,-0.97262,76.8096,0
22.7961,-5.89697,-21.2741,5.6820699999999995,22.0763,0.254623,-1.8412,23.2634,6.007999999999999,21.7117,-5.8033800000000015,22.5277,-0.254844,1.30083,46.0571,0
23.2803,-2.09591,-21.2408,9.295010000000001,21.344,0.422778,-1.66915,22.8589,2.08995,20.8662,-9.09687,20.9706,-0.421224,1.47097,46.1373,0
36.7531,-11.5167,-33.1277,10.9865,35.0725,0.308341,-1.90537,35.5393,11.1054,32.0453,-10.6209,33.915,-0.308258,1.2372,72.2823,0
28.6459,-6.18812,-27.9683,-0.238384,28.6447,-0.008322,-1.7885400000000002,28.5831,6.17466,27.906999999999996,0.227652,28.581999999999997,0.0079648,1.35305,57.2289,0
30.8717,-7.39922,-21.4144,-20.9697,22.6566,-0.827734,-1.9034799999999998,31.3746,7.5306,21.7739,21.2965,23.0394,0.82686,1.2378200000000001,62.2443,0
29.8817,0.5789350000000001,-29.5418,4.455019999999998,29.5475,0.15020899999999998,-1.5512,31.1505,-0.5649529999999999,30.9278,-3.67386,30.9329,-0.11849100000000001,1.5890600000000001,61.0114,0
32.9659,7.617739999999999,29.0869,-13.5152,30.0679,-0.4355850000000001,1.31465,33.4947,-7.76382,-29.544,13.7391,30.546999999999997,0.43583900000000003,-1.8277700000000001,66.4585,0
36.0578,0.893452,-36.0447,0.36984,36.0558,0.010257299999999999,-1.54601,35.2501,-0.8640190000000001,35.2382,-0.289337,35.2488,-0.00820835,1.59531,71.3033,0
33.7636,27.961,-8.03978,-17.1323,29.0939,-0.559249,-0.279982,33.8534,-27.9847,8.03919,17.2705,29.1165,0.562942,2.86185,67.6169,0
28.0924,0.8669540000000001,-27.6323,4.987509999999999,27.6459,0.17944200000000002,-1.5394299999999999,27.6061,-0.838867,27.1511,-4.9195199999999994,27.164,-0.180128,1.60168,55.6963,0
25.1499,-10.0693,-21.5848,-8.0754,23.818,-0.332866,-2.0072799999999997,25.7864,10.3263,22.1271,8.28765,24.4181,0.33320700000000003,1.13416,50.9323,0
41.617,-1.04439,-39.7362,-12.3249,39.75,-0.305296,-1.59707,37.4598,0.9505709999999999,35.7655,11.0972,35.7782,0.305397,1.5442200000000001,78.9674,0
24.8515,6.52815,-23.8939,-2.0124299999999997,24.7697,-0.0811565,-1.30409,25.1045,-6.595439999999999,24.1349,2.05693,25.0198,0.0821196,1.8375599999999999,49.9553,0
22.5856,-0.8921479999999999,22.2569,3.73251,22.2748,0.166792,1.61086,21.8976,0.8761129999999999,-21.5873,-3.5659300000000003,21.6051,-0.16430999999999998,-1.53023,44.4779,0
23.0698,11.7418,-19.8173,1.26854,23.0346,0.055043100000000005,-1.03591,23.3933,-11.9338,20.0823,-1.23403,23.3605,-0.052800900000000005,2.10698,46.461999999999996,0
33.7121,-9.3066,-32.3796,-1.2029299999999998,33.6905,-0.0356978,-1.85067,34.5145,9.5317,33.1491,1.23179,34.4923,0.0357043,1.29081,68.2219,0
28.4102,-13.0052,-22.5644,-11.3508,26.044,-0.42309399999999997,-2.09365,29.2201,13.3863,23.2282,11.6215,26.8094,0.420943,1.04799,57.6246,0
37.8593,1.5767799999999998,37.7888,-1.6855,37.8216,-0.044549599999999995,1.52909,37.541,-1.54503,-37.4733,1.63582,37.5052,0.043601999999999995,-1.6119999999999999,75.3996,0
39.5844,-14.3196,-36.225,7.04361,38.9526,0.17985399999999999,-1.94724,40.5746,14.6877,37.1636,-7.02999,39.9608,-0.175027,1.19442,80.1527,0
49.0197,-27.7401,25.8572,-31.0613,37.9224,-0.747494,2.39131,63.6903,36.2046,-29.7737,-43.1184,46.8748,-0.823559,-0.688236,84.3441,0
23.7887,-12.66,-18.8139,-7.18685,22.6769,-0.311845,-2.1631099999999996,24.8904,13.2084,19.5957,7.8146,23.6316,0.324936,0.9777040000000001,48.6657,0
32.3524,-2.7116599999999997,32.2189,-1.12074,32.3328,-0.0346557,1.6547599999999998,30.683000000000003,2.61156,-30.5354,1.48306,30.6469,0.0483728,-1.48548,63.0117,0
23.2566,-11.3272,-20.3012,0.644632,23.2474,0.027725599999999996,-2.07973,23.3998,11.4266,20.4091,-0.664948,23.3901,-0.0284248,1.0604,46.6562,0
34.853,-16.5947,29.576999999999998,-8.033710000000001,33.9143,-0.234721,2.0821,35.0482,16.6849,-29.748,8.06442,34.1076,0.234291,-1.05964,69.9009,0
29.141,-6.1817,-27.961,5.399859999999999,28.6361,0.187468,-1.7883799999999999,29.6497,6.29398,28.4563,-5.45175,29.144000000000002,-0.18598900000000002,1.35312,58.7885,0
40.8353,17.9852,-30.7357,-19.9838,35.6111,-0.535243,-1.04136,40.1421,-17.6707,30.2109,19.6577,34.9993,0.53567,2.10005,80.9744,0
33.8894,3.29178,-32.7052,8.24688,32.8705,0.24833000000000002,-1.47048,35.2728,-3.4459400000000002,34.0058,-8.71137,34.1799,-0.252186,1.67179,69.1482,0
29.143,-2.72895,-28.9909,1.17508,29.1191,0.0403434,-1.66465,28.7324,2.69682,28.5825,-1.14287,28.7095,-0.0397978,1.47672,57.8739,0
37.2989,1.11657,22.9952,-29.3458,23.0222,-1.06291,1.5222799999999999,45.62300000000001,-6.825419999999999,-28.055999999999997,35.3231,28.8743,1.03083,-1.8094400000000002,82.3536,0
27.8462,-2.27458,-27.5745,-3.1424,27.6682,-0.11333199999999999,-1.6531,27.6604,2.2532900000000002,27.3895,3.1339799999999998,27.482,0.113792,1.48871,55.5063,0
30.6379,-15.19,-26.4294,3.06997,30.4836,0.10054,-2.09243,30.1127,14.952,25.9714,-2.94766,29.9679,-0.09820269999999999,1.04843,60.7483,0
28.1213,-5.7503699999999975,-27.0588,5.05505,27.663,0.18173499999999998,-1.7802,28.0,5.73396,26.9365,-5.05344,27.54,-0.18248,1.36106,56.1212,0
34.0522,-18.2025,28.5449,-3.66085,33.8547,-0.107924,2.13846,34.6287,18.5083,-29.0346,3.68305,34.4321,0.10676300000000001,-1.00329,68.6785,0
38.1216,-26.4691,-27.3338,2.3433,38.0493,0.061546900000000015,-2.34013,38.9167,27.0425,27.8824,-2.4023,38.8424,-0.061808,0.800689,77.0342,0
29.3937,5.1098099999999995,-23.5231,16.8681,24.0717,0.653276,-1.35689,30.2488,-5.28308,24.2081,-17.3504,24.7779,-0.6528609999999999,1.7856599999999998,59.6364,0
29.2351,4.7774,-28.4624,4.66329,28.8605,0.160885,-1.4045,30.8554,-5.0588,29.9556,-5.3962900000000005,30.3797,-0.176707,1.7380900000000001,60.0668,0
31.5499,-10.9063,-21.4799,20.3728,24.0901,0.7679520000000001,-2.04062,30.2279,10.5707,20.8117,-19.2055,23.3424,-0.750354,1.10083,61.7623,0
28.4032,6.08144,-26.7997,7.1778699999999995,27.480999999999998,0.258311,-1.34765,28.7694,-6.16257,27.1483,-7.2568800000000016,27.8389,-0.257808,1.7940099999999999,57.1714,0
35.7697,-31.8453,-15.3308,5.50482,35.3434,0.155129,-2.69292,36.0693,32.1053,15.4753,-5.544919999999999,35.6403,-0.15495899999999999,0.449157,71.8383,0
27.5434,6.97814,-24.0774,-11.4111,25.0682,-0.44078900000000004,-1.2887,28.081,-7.13212,24.5498,11.6178,25.5648,0.440101,1.85353,55.6218,0
29.2243,1.6911599999999998,-28.8777,4.15554,28.9271,0.14316600000000002,-1.5123,29.3041,-1.6805400000000001,28.9576,-4.16545,29.0063,-0.14311600000000002,1.62877,58.5283,0
28.8979,18.672,-21.8915,-2.6834700000000002,28.7729,-0.09312899999999999,-0.8646020000000001,28.6053,-18.4998,21.646,2.73145,28.4744,0.0957802,2.27798,57.5024,0
25.5524,-21.7599,-13.0158,3.16358,25.3556,0.124447,-2.60253,24.9867,21.3321,12.792,-2.37315,24.8736,-0.0952645,0.540168,50.5307,0
37.3035,-17.35,-32.7367,4.33938,37.0501,0.11685599999999999,-2.0581400000000003,36.9632,17.2109,32.4308,-4.27756,36.7147,-0.116246,1.0829,74.266,0
34.7865,14.2875,-31.3743,4.6482800000000015,34.4744,0.134428,-1.14347,35.7127,-14.6746,32.1958,-4.84472,35.3824,-0.1365,1.99846,70.493,0
28.1294,17.5151,-17.9348,-12.7599,25.0686,-0.489245,-0.797238,27.7322,-17.3001,17.7235,12.4759,24.7672,0.484543,2.3441099999999997,55.86,0
35.5301,-16.6759,-29.8775,-9.57208,34.2163,-0.276226,-2.07987,35.2778,16.6059,29.7414,9.1763,34.0633,0.266233,1.0615700000000001,70.8067,0
22.5701,-3.29165,-21.7537,5.03408,22.0013,0.226857,-1.72097,23.145,3.3703199999999995,22.3061,-5.172969999999999,22.5593,-0.22734200000000002,1.4208399999999999,45.7115,0
25.7089,-3.57312,-25.2787,3.02612,25.53,0.118256,-1.71122,25.3579,3.5287599999999997,24.9334,-2.98124,25.1819,-0.11811300000000001,1.4302,51.0656,0
20.9225,1.77867,-20.1979,5.15952,20.2761,0.251794,-1.48296,20.9636,-1.7809700000000002,20.2445,-5.142869999999999,20.3227,-0.250434,1.6585400000000001,41.8861,0
28.6331,-18.463,-21.8011,-1.91746,28.5687,-0.0670673,-2.2734799999999997,29.0064,18.7052,22.0842,1.94029,28.9412,0.0669923,0.86805,57.6383,0
23.6255,8.83884,-18.2473,-12.127,20.2753,-0.567207,-1.11971,23.6606,-8.86684,18.2734,12.1357,20.3111,0.566675,2.02256,47.2861,0
33.8398,-0.310194,-27.6382,-19.5232,27.64,-0.657852,-1.58202,34.001,0.29638400000000004,27.7517,19.6421,27.7533,0.658996,1.5601200000000002,67.8406,0
37.4609,-11.3222,34.8328,7.86079,36.6267,0.21300500000000008,1.88507,35.6606,10.7441,-33.1905,-7.39041,34.8862,-0.21029,-1.25773,73.0992,0
34.8761,-8.05523,-31.9501,-11.4295,32.9499,-0.340271,-1.81777,36.3287,8.38963,33.2785,11.9128,34.3198,0.340494,1.32384,71.1899,0
40.518,24.7595,-25.3375,19.6641,35.4262,0.5299189999999999,-0.7969350000000001,41.6553,-25.5193,26.143,-20.0114,36.5335,-0.523513,2.34412,82.165,0
36.3549,-5.45362,-25.3108,-25.5204,25.8916,-0.871199,-1.78302,36.8823,5.5483,25.6948,25.8706,26.287,0.870129,1.3581299999999998,73.2353,0
96.3628,-12.0686,35.3715,88.8199,37.3737,1.60038,1.8996099999999998,27.6149,12.6467,-23.9881,5.2155,27.1177,0.191162,-1.08562,79.9868,0
31.6408,-22.2274,-16.6662,15.1432,27.7816,0.5211640000000001,-2.49822,31.9806,22.4783,16.8507,-15.2816,28.0931,-0.520183,0.643274,63.6205,0
34.3392,-16.1653,25.9941,15.5615,30.6106,0.48868599999999995,2.12715,34.9016,16.4381,-26.4121,-15.8208,31.1097,-0.488845,-1.01409,69.2385,0
33.3006,2.9504599999999996,-33.0181,3.16423,33.1497,0.0953085,-1.48167,34.0055,-2.94838,33.3035,-6.20824,33.4338,-0.184637,1.6591,67.2365,0
109.478,20.5307,-33.8169,102.08,39.5612,1.67665,-1.02516,98.4979,-41.7827,19.3632,87.0695,46.0514,1.3936600000000001,2.70763,82.5583,0
28.1236,-14.5834,24.0256,1.01027,28.1053,0.0359382,2.11634,27.6994,14.3558,-23.6675,-1.00231,27.6811,-0.036201300000000006,-1.02557,55.8214,0
43.775,-11.0988,-20.5434,-37.0273,23.3499,-1.2414100000000001,-2.06613,27.019000000000002,12.9133,19.2828,13.8361,23.2073,0.565559,0.9807110000000001,66.8511,0
25.3452,-24.4844,-6.31755,-1.72333,25.2863,-0.06809989999999999,-2.88908,25.0163,24.16,6.24603,1.7566700000000002,24.9544,0.0703375,0.252988,50.3604,0
151.377,36.4472,-16.2694,146.02,39.9135,2.00835,-0.41984099999999996,49.2645,-24.7651,-27.2365,32.7391,36.8122,0.800933,-2.3087,79.2017,0
29.2237,10.3659,21.8114,-16.4567,24.1493,-0.637408,1.12714,28.9251,-10.2847,-21.6727,16.1608,23.9892,0.630963,-2.01388,58.1478,0
39.8742,-7.939189999999999,-34.2539,18.8036,35.162,0.5120939999999999,-1.79855,40.4332,8.045639999999999,34.7553,-19.0307,35.6745,-0.510933,1.34331,80.3055,0
37.0232,-5.4325,-36.1651,5.7685900000000006,36.5708,0.15709,-1.7199,36.8627,5.43773,36.0459,-5.47498,36.4537,-0.149631,1.42107,73.8852,0
32.4218,-16.7312,-26.3785,8.68351,31.2371,0.27452600000000005,-2.13604,32.5168,16.7645,26.3991,-8.90912,31.2723,-0.281169,1.00501,64.9382,0
37.0096,26.5103,-15.4555,-20.689,30.6866,-0.631404,-0.527827,36.9545,-26.4733,15.4387,20.6503,30.6462,0.6310939999999999,2.61363,73.9641,0
30.8642,7.90423,27.5472,-11.4568,28.6588,-0.389818,1.2913700000000001,30.8142,-7.8944899999999985,-27.5018,11.4382,28.6124,0.389817,-1.85033,61.6783,0
30.6566,-6.04554,-29.13,7.3969,29.7507,0.246137,-1.7754299999999998,36.0585,7.47975,35.2589,1.03291,36.0435,0.0286534,1.36176,65.8804,0
37.3309,4.2800400000000005,-37.0201,-2.18693,37.2667,-0.058649599999999996,-1.45569,37.6332,-4.29085,37.3212,2.22765,37.567,0.0592634,1.6852599999999998,74.9635,0
38.0301,9.173,30.7742,20.3735,32.1122,0.5981380000000001,1.28111,37.4944,-9.06334,-30.3479,-20.0667,31.6724,-0.597399,-1.8610099999999998,75.5225,0
22.208000000000002,10.7773,-17.3179,-8.78192,20.3976,-0.41823699999999997,-1.01413,22.3813,-10.8611,17.4477,8.86149,20.552,0.418821,2.12759,44.589,0
28.0686,-14.4497,-23.9262,2.5646,27.9509,0.09162519999999999,-2.1141,28.6072,14.722999999999999,24.3885,-2.60727,28.488000000000003,-0.0913944,1.02767,56.6732,0
37.1322,-4.66111,-36.2627,6.4866800000000016,36.5611,0.176503,-1.6986299999999999,38.5806,4.85201,37.6877,-6.674360000000001,37.9988,-0.174756,1.44276,75.6989,0
61.0916,-19.2639,-11.2249,-56.8777,22.2956,-1.66603,-2.614,32.2179,-16.6362,20.0629,18.9394,26.0631,0.6743819999999999,2.26309,76.8142,0
23.3459,-6.49271,-22.0808,3.91184,23.0156,0.169157,-1.8567799999999999,23.3158,6.48635,22.0496,-3.9192400000000003,22.9838,-0.169706,1.2847,46.6617,0
22.7729,2.97621,-22.3838,2.95001,22.5808,0.130274,-1.43861,22.6319,-2.93637,22.2312,-3.0568299999999997,22.4242,-0.1359,1.70212,45.4044,0
26.72,6.5296400000000006,-25.6776,3.46065,26.4948,0.130248,-1.32178,27.2217,-6.6250300000000015,26.1163,-3.88016,26.9435,-0.143518,1.81923,53.9382,0
28.0632,-18.9964,-20.5697,1.88583,27.9995,0.0673015,-2.31645,27.0173,18.2876,19.8027,-1.82683,26.9552,-0.0677209,0.825153,55.0705,0
40.3223,24.6226,-31.901999999999997,1.36709,40.299,0.0339171,-0.9134760000000001,40.3852,-24.6684,31.9454,-1.38487,40.3613,-0.034305199999999994,2.22836,80.7075,0
27.5728,-0.024309,27.2824,-3.9901,27.2824,-0.145735,1.57169,26.7981,-0.0104677,-26.5097,3.9197800000000003,26.5097,0.147329,-1.5711899999999999,54.3654,0
23.1703,3.56156,-21.776,-7.06924,22.0653,-0.315136,-1.40868,24.18,-3.7453199999999995,22.6666,7.5406,22.9739,0.3226,1.73455,47.3392,0
22.3192,-13.902999999999999,-14.8018,-9.26023,20.3073,-0.44151999999999997,-2.3248900000000003,22.6559,14.1129,15.0197,9.40816,20.6098,0.44196,0.816515,44.9739,0
34.6452,11.12,-32.2749,-5.91214,34.1368,-0.172335,-1.23899,33.5809,-10.7997,31.3301,5.42735,33.1392,0.163051,1.90275,68.2171,0
