E1,pt1,eta1,phi1,E2,pt2,eta2,phi2,Rapidity,Pt,Class
56.7911,53.2211,-0.3643,1.1165,40.8592,40.8592,0.0008,1.1165,-0.2054,30.3557,1
73.6615,45.5121,1.0616,1.2874,56.2946,42.0897,0.8001,1.2874,0.9359,11.4128,1
39.6536,37.1088,-0.3683,2.7134,115.1043,27.5044,-2.1101,2.7134,-1.1344,10.8586,1
99.3988,42.2672,-1.4997,1.2314,38.5837,35.9378,-0.3814,1.2314,-0.9816,6.6846,1
157.3934,34.8076,2.1896,-1.866,25.7143,25.6756,0.0549,-1.866,1.2418,23.0361,1
47.2903,44.7112,-0.338,-0.4759,43.7238,39.7387,0.4442,-0.4759,0.0311,5.3005,1
110.3249,23.762,-2.2167,0.7583,22.0253,20.7023,0.3556,0.7583,-0.9896,12.0114,1
286.7702,55.5371,-2.3253,-0.1906,171.0005,34.8877,-2.2721,-0.1906,-2.3048,20.6495,1
150.6302,44.704,1.8851,-2.2924,93.4636,42.9751,1.4125,-2.2924,1.6534,2.4526,1
46.3888,32.3117,-0.9025,0.3713,41.067,21.894,1.242,0.3713,0.0167,11.4462,1
232.6339,49.2401,2.2345,0.4846,142.3243,39.7167,1.9494,0.4846,2.1071,26.4893,1
65.0206,49.1374,0.7838,2.8339,40.3938,38.1128,0.3443,2.8339,0.5914,13.0009,1
72.6765,43.4055,1.1044,1.3215,43.4823,41.9302,0.2712,1.3215,0.6946,2.4872,1
174.0217,100.2099,-1.1494,0.8713,21.9318,21.893,0.0596,0.8713,-0.9064,99.1044,1
42.0143,41.5526,-0.1489,2.1164,51.6845,40.3395,0.7334,2.1164,0.2861,10.2628,1
71.452,47.3768,-0.9697,-2.1152,55.8609,43.0719,-0.7527,-2.1152,-0.8663,5.8713,1
67.514,62.9758,0.3774,-2.5447,36.9529,25.9622,-0.8904,-2.5447,-0.0188,56.1794,1
58.4497,48.8432,0.6173,-0.6976,38.0951,38.086,-0.0218,-0.6976,0.336,14.6286,1
89.4502,26.7803,-1.876,1.2288,25.4857,22.2656,0.5315,1.2288,-0.7492,4.5654,1
51.1836,50.8548,-0.1136,2.0913,41.889,40.9014,-0.2193,2.0913,-0.1608,11.7782,1
74.4531,45.0218,1.0888,-2.4578,159.4966,40.3099,2.0522,-2.4578,1.5458,12.4245,1
69.4741,41.0262,-1.1184,0.9998,35.1714,35.1361,0.0448,0.9998,-0.5773,9.1649,1
87.2541,41.6464,-1.3702,-2.5891,30.3511,30.2281,0.0902,-2.5891,-0.7393,22.1387,1
60.5033,51.8641,-0.5695,-1.7289,88.884,41.4065,-1.3978,-1.7289,-0.9396,12.7883,1
139.2299,33.9547,-2.089,0.5585,37.7098,33.7756,-0.4781,0.5585,-1.2853,4.1364,1
111.3248,46.6341,-1.5162,1.0809,49.3831,39.1144,-0.7096,1.0809,-1.1465,8.441,1
58.8353,58.8245,-0.0191,1.1064,51.2479,24.3663,1.3746,1.1064,0.4228,34.517,1
97.9339,52.5291,-1.2349,0.7672,52.3618,45.1951,-0.556,0.7672,-0.92,44.8408,1
95.1317,61.5547,1.002,-2.8694,36.3112,32.1843,0.5011,-2.8694,0.8286,35.4715,1
206.628,49.3817,2.1099,1.3575,149.2473,43.5611,1.9026,1.3575,2.0127,16.9593,1
114.8956,47.0906,-1.5402,2.3799,159.6226,42.0313,-2.0097,2.3799,-1.7619,6.624,1
51.2573,44.5259,-0.5432,-0.7925,39.5958,37.7469,0.3117,-0.7925,-0.149,18.2843,1
114.59,47.3012,1.5324,-1.3117,98.7578,46.5263,1.385,-1.3117,1.4593,5.1524,1
62.3679,62.2868,-0.051,-1.5983,36.2064,33.3783,0.4088,-1.5983,0.1105,28.9088,1
189.4115,41.5463,2.198,1.3918,129.0587,40.0163,1.8392,1.3918,2.0219,6.0413,1
43.6155,32.6331,-0.799,-1.3087,50.2309,20.4824,1.5458,-1.3087,0.1824,12.1885,1
76.4907,46.7978,1.0741,-0.5826,115.8001,32.6386,1.939,-0.5826,1.4338,15.9931,1
64.6954,35.3663,1.2123,1.6683,32.8237,28.2025,-0.5649,1.6683,0.4039,7.8943,1
127.9777,48.184,1.6325,-0.5501,183.616,40.8333,2.1839,-0.5501,1.886,8.4081,1
110.6614,46.2116,-1.5196,-0.1174,68.6373,42.6413,-1.0547,-0.1174,-1.2963,4.031,1
158.5136,31.6829,2.2931,0.8423,29.1228,27.8127,0.3057,0.8423,1.3488,5.2163,1
58.9626,29.1696,1.3292,1.1171,32.4209,20.8274,-1.0115,1.1171,0.2973,12.1709,1
76.0332,32.2215,1.5034,1.9891,31.071,31.0416,0.0435,1.9891,0.7851,22.8607,1
69.5939,45.821,0.9791,1.7084,63.8796,45.7024,0.8647,1.7084,0.922,0.544,1
94.0039,29.7661,1.817,0.2143,27.7869,21.599,-0.74,0.2143,0.6755,33.0747,1
48.7498,45.9131,0.3497,0.6299,73.536,34.3036,1.3962,0.6299,0.8034,13.383,1
141.569,39.3725,1.9529,1.2624,36.6096,31.1403,0.5843,1.2624,1.3381,9.0157,1
58.48,50.064,0.572,1.6983,45.0453,38.2431,0.5879,1.6983,0.5789,14.7995,1
107.7976,42.3382,-1.5867,-2.5303,68.3667,40.5831,-1.112,-2.5303,-1.3543,5.8476,1
42.5838,41.8877,0.1821,2.2782,69.9818,32.3895,1.4051,2.2782,0.7237,9.5423,1
69.9883,58.3373,0.6219,-0.1171,31.5717,29.2197,-0.3986,-0.1171,0.2693,32.9393,1
69.0494,49.1313,-0.8725,-1.2382,80.638,48.9614,-1.0837,-1.2382,-0.9779,2.3986,1
190.0698,49.058,-2.0304,-0.982,97.4092,40.9746,-1.5116,-0.982,-1.7938,8.442,1
44.1539,37.2557,0.5995,1.7297,25.1844,20.3919,-0.6728,1.7297,0.1293,25.2188,1
65.1402,53.0168,-0.664,1.2527,36.494,36.4791,0.0286,1.2527,-0.3793,31.8432,1
125.209,50.2662,1.5628,1.024,167.0472,36.4587,2.2031,1.024,1.8336,20.4071,1
116.9231,34.7506,-1.8836,-2.3358,21.9274,21.223,0.2569,-2.3358,-1.0065,13.646,1
219.4109,47.029,2.2216,-0.0445,23.7716,22.7498,0.2986,-0.0445,1.5254,49.2129,1
68.7601,53.5577,-0.7367,-2.1588,44.1768,38.9012,-0.5151,-2.1588,-0.6434,16.301,1
124.9672,54.5941,-1.4697,1.6579,78.0357,37.9451,-1.349,1.6579,-1.4202,16.6518,1
70.9197,53.2664,0.7932,-1.1326,54.8361,47.5899,0.5451,-1.1326,0.6761,44.2804,1
92.8778,52.1221,1.1807,1.3137,98.7374,39.5542,1.5652,1.3137,1.3469,13.6475,1
154.4574,60.6211,-1.5875,-2.1121,162.9442,45.611,-1.9462,-2.1121,-1.7418,15.0185,1
105.2064,103.9895,0.1528,1.5299,59.925,47.2196,0.7181,1.5299,0.3317,139.3298,1
459.9303,92.7649,2.2838,-2.1892,80.9762,24.1373,1.8806,-2.1892,2.1995,73.8142,1
161.3728,46.4748,1.9165,-0.0549,140.4904,44.8355,1.8088,-0.0549,1.8636,15.3386,1
62.0624,58.0694,-0.3687,-2.358,47.5879,46.1528,-0.2487,-2.358,-0.3156,25.8162,1
148.1609,50.0414,-1.7488,1.5345,181.816,38.3175,-2.2389,1.5345,-1.962,11.8299,1
50.8587,23.0493,-1.4287,1.4111,22.9925,22.9741,0.04,1.4111,-0.6954,12.2766,1
33.1792,32.0885,0.26,2.2134,134.4549,31.1439,2.1421,2.2134,1.19,0.9564,1
75.466,68.8938,-0.4334,1.4253,60.6133,25.223,-1.5235,1.4253,-0.7437,62.128,1
51.2385,36.7891,-0.8596,-1.5338,22.0374,20.6472,-0.3649,-1.5338,-0.6805,18.5295,1
56.2341,42.4447,0.7857,2.4782,106.3039,41.8728,1.5836,2.4782,1.1821,3.5872,1
108.2797,58.6411,-1.2234,-0.4596,36.9613,33.1558,-0.4747,-0.4596,-0.9487,29.465,1
195.4246,51.2732,-2.0135,-0.1645,162.3301,38.549,-2.1164,-0.1645,-2.0577,12.96,1
43.3711,38.3131,0.5084,1.7155,52.3172,27.7794,1.2468,1.7155,0.8212,11.4589,1
45.686,34.0795,-0.8035,1.7107,47.3069,31.5885,0.9603,1.7107,0.0515,3.0719,1
49.2646,34.9683,0.876,2.0371,32.0991,29.1291,-0.4478,2.0371,0.2669,6.5071,1
106.782,48.5122,1.426,0.3857,177.3932,32.9611,2.3674,0.3857,1.8128,15.7522,1
80.2168,59.2657,-0.8179,1.0668,29.3253,28.9529,0.1602,1.0668,-0.4859,39.9242,1
118.5649,116.0347,0.2085,-2.3954,61.4798,61.4782,0.0072,-2.3954,0.1386,154.8662,1
182.6371,49.6462,1.9767,-1.0021,86.2804,40.4673,1.3901,-1.0021,1.7125,26.5265,1
90.0718,53.2445,1.1171,-0.9712,41.139,36.0735,0.5239,-0.9712,0.876,19.0952,1
100.8874,55.3321,-1.2083,-1.6508,45.6856,39.0409,-0.5755,-1.6508,-0.9448,32.6506,1
36.2209,35.4604,0.2067,2.516,115.3921,25.4993,2.1904,2.516,1.074,11.1581,1
69.5454,45.8162,0.9783,1.0842,37.443,37.1911,0.1163,1.0842,0.5895,11.7626,1
49.3126,44.9419,-0.4375,0.2426,97.771,27.0343,-1.959,0.2426,-1.0373,19.9626,1
84.1132,47.5527,1.1718,-2.5986,79.9014,43.5714,1.2152,-2.5986,1.1926,12.6612,1
38.0929,33.6258,-0.5099,0.1332,60.2442,27.7953,1.4086,0.1332,0.3786,17.3273,1
91.3422,65.7101,0.8568,-2.568,35.0827,34.0865,0.2412,-2.568,0.6439,31.6433,1
44.1444,39.4125,0.4852,0.7803,104.9857,37.3935,1.6921,0.7803,1.0745,6.941,1
83.106,49.6381,1.1043,0.3463,53.722,41.5244,0.7489,0.3463,0.9422,8.6383,1
46.1286,44.0676,-0.3047,-2.7466,43.5196,43.21,-0.1196,-2.7466,-0.213,2.8236,1
46.7911,46.5766,-0.0959,2.7315,46.6407,42.7602,0.4229,2.7315,0.1526,10.5748,1
32.9645,32.7872,0.1039,-2.7267,95.9078,29.2022,1.8583,-2.7267,0.9403,15.8479,1
48.2512,28.4952,-1.1184,2.7124,41.0731,27.4812,0.9576,2.7124,-0.0945,4.2269,1
111.111,47.9888,1.4824,-2.8841,37.9003,33.1566,0.5287,-2.8841,1.0869,20.2354,1
64.1327,44.8561,0.8967,0.2905,59.4368,39.5183,0.966,0.2905,0.9292,6.4782,1
62.4694,47.0791,0.788,0.9109,49.641,43.3491,0.5325,0.9109,0.6655,4.5663,1
183.8606,46.5358,-2.0507,-0.9689,220.0199,43.3597,-2.3075,-0.9689,-2.1746,4.518,1
38.1625,38.1588,-0.0139,2.0695,69.0638,37.0182,1.2357,2.0695,0.6025,2.5313,1
32.8601,31.7479,0.2639,2.521,82.9598,28.1658,-1.7432,2.521,-0.694,7.8523,1
108.2238,51.6493,1.3703,0.5722,64.8338,50.7656,-0.7283,0.5722,0.3278,2.0566,1
55.2036,35.1523,-1.0229,1.3121,36.4933,30.6307,0.6092,1.3121,-0.2531,5.0236,1
77.0847,60.6511,-0.7205,3.0783,47.6494,36.1091,-0.7796,3.0783,-0.7425,32.0114,1
229.5689,46.7185,2.2747,-2.1244,174.9959,43.8012,2.0622,-2.1244,2.1719,5.2909,1
219.2793,43.2866,-2.3058,-0.915,31.5682,25.994,-0.6437,-0.915,-1.6464,19.4293,1
134.1496,41.4956,1.8417,0.1391,45.6121,35.0678,0.7573,0.1391,1.341,14.6222,1
62.8554,60.0103,0.3067,2.0237,34.1168,33.7229,-0.1527,2.0237,0.1404,26.3052,1
265.8419,57.253,-2.2168,-2.7339,219.0678,40.7993,-2.3651,-2.7339,-2.2785,29.3296,1
55.7819,45.714,0.6521,-1.11,72.2369,44.7578,1.0581,-1.11,0.8529,4.393,1
60.6639,52.8342,-0.5379,-2.2022,60.5901,31.5151,1.2711,-2.2022,0.1829,79.3805,1
56.4757,56.4687,0.0158,-2.168,48.9919,25.4099,-1.2744,-2.168,-0.4103,34.0458,1
35.2407,34.3117,-0.2322,0.7231,126.4467,23.6377,-2.3613,0.7231,-1.1507,14.4398,1
214.7575,74.4726,1.7207,-1.2691,25.4943,23.6272,0.395,-1.2691,1.3682,70.7483,1
48.0993,42.7843,-0.4934,2.1242,98.3104,31.6565,-1.7993,2.1242,-1.0604,11.1291,1
319.037,60.2555,2.3508,1.2734,48.1582,26.9794,1.1828,1.2734,1.9701,33.8777,1
95.8748,34.2526,-1.6889,-0.6565,29.6364,29.5212,0.0883,-0.6565,-0.853,5.5862,1
206.2008,39.1236,2.3461,-0.6811,44.883,30.7798,0.9241,-0.6811,1.7082,11.1572,1
132.5998,52.9098,-1.5695,-0.5384,43.508,33.9632,-0.7332,-0.5384,-1.2378,19.1411,1
37.0449,27.5455,0.8083,2.9701,54.7382,24.3569,-1.4493,2.9701,-0.2706,3.2643,1
133.9929,36.6304,1.9708,-0.1056,41.4028,35.0221,0.5948,-0.1056,1.2962,3.6402,1
65.7983,58.5467,-0.4927,-2.102,50.4358,38.0322,-0.7872,-2.102,-0.6089,38.8469,1
112.842,42.1052,1.6422,0.115,46.326,34.1241,0.8223,0.115,1.2729,9.6615,1
179.374,48.435,1.9837,-2.5182,192.3593,46.3549,2.1013,-2.5182,2.0412,14.8618,1
53.9407,53.8284,0.0646,1.1655,39.0884,36.9475,-0.3388,1.1655,-0.1001,17.9271,1
156.8318,54.7222,1.7141,1.1668,29.2734,28.4419,0.2412,1.1668,1.1785,46.3987,1
63.0243,26.0505,-1.5309,-0.3396,24.7051,24.701,-0.0182,-0.3396,-0.7915,7.1822,1
77.2026,54.7552,0.8771,1.0467,32.2338,30.5283,-0.3327,1.0467,0.427,35.9078,1
41.2934,41.2911,0.0105,-1.548,40.7863,40.3234,-0.1514,-1.548,-0.0695,6.8667,1
233.0878,45.8979,2.3083,0.6329,35.2536,35.0956,0.0948,0.6329,1.3091,12.7145,1
90.4811,49.171,1.2193,-0.4717,35.1582,34.3704,0.2137,-0.4717,0.799,14.8346,1
45.0366,44.2789,-0.1847,2.0982,37.8879,32.6451,0.5594,2.0982,0.1335,14.1646,1
149.5306,43.9503,-1.8953,-2.6201,58.8455,40.3071,-0.9257,-2.6201,-1.4299,4.1609,1
56.8934,52.3506,0.4136,1.9158,39.6062,33.9966,-0.5668,1.9158,0.0203,19.9693,1
137.2234,44.1357,-1.8006,-1.4479,54.8417,39.7074,-0.8475,-1.4479,-1.3475,14.5582,1
86.2082,50.2855,1.1336,-0.4504,200.933,37.4908,2.3632,-0.4504,1.6684,14.0701,1
50.6323,44.7638,-0.5066,1.9367,38.5162,28.4055,0.8205,1.9367,0.0264,16.5214,1
201.7321,47.2567,2.1305,0.0227,158.2454,46.6701,1.8917,0.0227,2.0118,4.5527,1
161.3057,49.7471,-1.8448,1.6246,115.6209,42.8087,-1.6505,1.6246,-1.7549,7.8468,1
56.7576,46.5453,-0.6509,1.2585,45.8886,40.8503,-0.4917,1.2585,-0.5765,12.0702,1
84.6391,45.5258,-1.2315,2.9459,115.168,44.7972,-1.5972,2.9459,-1.4129,2.1554,1
226.2503,72.7415,-1.801,-0.1369,186.7521,56.0522,-1.8733,-0.1369,-1.8325,90.9002,1
72.1842,51.1207,0.8792,-1.0701,53.0761,39.9577,0.7896,-1.0701,0.8399,11.2593,1
97.4801,35.8988,1.6563,-0.7592,34.702,34.7008,0.0083,-0.7592,0.8438,1.6713,1
230.4795,45.2903,-2.3104,-2.9333,90.5968,39.966,-1.4589,-2.9333,-1.9098,6.5209,1
87.8717,48.8944,1.191,0.9251,48.4341,37.9525,0.7271,0.9251,0.9878,11.5284,1
56.6132,39.8552,0.8876,1.5279,163.0209,35.0197,2.2194,1.5279,1.5159,8.559,1
41.8611,41.2763,0.1681,0.2495,60.0926,34.766,-1.1437,0.2495,-0.4385,15.1344,1
106.7851,41.6509,1.5942,2.8194,42.079,38.4878,0.4287,2.8194,1.0322,21.8915,1
65.726,65.6213,0.0565,0.6261,39.1192,27.303,-0.8997,0.6261,-0.2361,45.2102,1
65.2864,59.3307,-0.4444,-2.7206,74.4933,46.4582,-1.0497,-2.7206,-0.7113,63.4466,1
160.7713,67.4031,-1.5153,0.5939,24.9499,23.4964,-0.35,0.5939,-1.1917,43.9193,1
137.0439,52.8305,-1.6069,-2.5371,132.7516,38.0175,-1.9224,-2.5371,-1.7392,25.4709,1
61.3933,39.9185,-0.9956,2.0133,36.7755,33.0212,0.4724,2.0133,-0.3208,39.6936,1
144.8185,49.8025,-1.7296,-1.8647,72.8926,37.1162,-1.2959,-1.8647,-1.5439,14.5685,1
44.4305,36.5448,0.6457,-1.3071,51.371,32.2946,-1.0395,-1.3071,-0.1545,12.1026,1
77.1789,39.3406,1.2946,-2.0752,21.9069,21.868,-0.0596,-2.0752,0.7874,18.6216,1
179.869,43.4607,-2.0986,-1.8855,72.9916,39.9715,-1.2102,-1.8855,-1.6718,4.3568,1
240.48,50.4096,2.2444,-0.7573,61.7958,33.7238,1.2143,-0.7573,1.8236,16.6901,1
152.1216,50.2157,-1.7731,1.1187,116.2473,44.6133,-1.6118,1.1187,-1.6972,6.7899,1
48.8575,34.4163,0.8867,1.0659,163.6073,32.3649,2.3036,1.0659,1.5764,3.5589,1
34.0418,33.1601,0.2301,-2.5593,119.2642,30.0127,2.0566,-2.5593,1.1074,15.8413,1
26.3731,26.2377,-0.1015,-0.689,110.2753,21.356,2.3253,-0.689,1.0257,5.7056,1
95.9446,44.4674,-1.4035,0.9883,165.2235,36.1611,-2.2003,0.9883,-1.7629,13.0518,1
46.6923,41.0155,0.5202,-1.6191,47.2494,35.7453,-0.7822,-1.6191,-0.0917,10.4357,1
72.7923,71.4525,0.1933,3.0228,44.6156,30.1624,-0.9436,3.0228,-0.163,74.0468,1
51.6776,45.8959,0.4968,-0.2206,97.4617,29.0062,1.8822,-0.2206,1.0534,17.975,1
104.414,54.1707,1.274,1.4871,56.8475,40.397,0.8743,1.4871,1.1029,14.2904,1
227.1771,51.5468,2.1633,2.3188,201.9746,36.8521,2.3859,2.3188,2.2562,24.2769,1
52.9751,45.4737,0.5668,0.772,40.3722,39.0434,-0.2602,0.772,0.1831,22.8895,1
45.6766,45.6719,-0.0143,-2.8049,46.2158,44.9093,-0.2406,-2.8049,-0.1265,1.0737,1
43.329,39.481,0.438,0.6703,24.9098,24.8347,-0.0778,0.6703,0.2376,14.6479,1
141.3899,34.3162,-2.094,-3.0365,28.2874,27.6606,-0.2125,-3.0365,-1.2324,10.2052,1
145.1943,70.6553,1.3481,-1.4554,46.8967,30.9551,0.9757,-1.4554,1.234,39.7022,1
70.5521,43.7243,1.0578,-2.2114,29.2528,27.3011,-0.3759,-2.2114,0.4841,20.4694,1
176.9704,75.2293,-1.5,-1.179,73.5458,28.1067,-1.6164,-1.179,-1.5317,50.2857,1
427.6648,143.1871,1.7581,-0.2964,127.6628,26.9318,2.2379,-0.2964,1.8357,143.5529,1
66.0998,41.7179,-1.0344,0.1602,178.6814,39.8082,-2.182,0.1602,-1.5961,29.2638,1
122.087,119.0131,0.2268,1.8721,43.9479,42.7287,-0.2383,1.8721,0.1024,135.5206,1
92.7107,56.7544,-1.0734,-2.0532,156.7278,41.2813,-2.0094,-2.0532,-1.4724,21.1109,1
56.7874,25.1352,1.4552,3.13,36.3705,20.8905,-1.1525,3.13,0.2311,14.2561,1
55.9438,49.497,-0.505,-1.2011,54.8937,35.1722,-1.0149,-1.2011,-0.7177,17.7196,1
64.1576,44.2127,0.9173,-0.2808,33.1986,31.6397,-0.3126,-0.2808,0.3934,18.6189,1
33.9879,33.6151,0.1488,0.6457,103.2207,23.3519,2.1663,0.6457,1.0188,11.8012,1
90.5022,30.8612,-1.7386,0.0759,29.6507,28.89,0.229,0.0759,-0.7797,2.3292,1
171.4577,67.4985,1.5842,-2.7397,44.1201,39.4408,0.4824,-2.7397,1.1656,79.2889,1
39.1531,35.847,0.4262,-0.4594,56.8162,30.7415,-1.2245,-0.4594,-0.3471,16.0902,1
50.7053,48.6413,-0.2903,1.4647,51.956,28.95,1.1893,1.4647,0.2885,31.2462,1
74.9349,54.3886,-0.8439,0.4784,57.9832,47.3713,-0.6574,0.4784,-0.7571,45.0589,1
198.2984,45.9438,-2.1418,3.0053,103.9105,44.79,-1.4846,3.0053,-1.8172,17.1047,1
37.6805,34.5979,0.4191,1.8168,143.1215,27.5433,2.3317,1.8168,1.2909,7.0785,1
44.2234,44.1157,0.0699,3.0494,55.3142,41.2979,-0.8022,3.0494,-0.3526,7.8356,1
45.7303,45.4855,-0.1037,-1.8513,49.9329,35.2598,-0.8833,-1.8513,-0.4465,16.0707,1
144.0016,55.3219,-1.6107,-1.9848,28.3385,26.4146,-0.3794,-1.9848,-1.1914,32.0765,1
143.5802,46.3474,1.7967,-0.5618,165.7328,38.8421,2.13,-0.5618,1.9488,9.2695,1
36.5343,36.3685,0.0955,-1.3446,78.5317,34.0405,-1.4784,-1.3446,-0.6698,9.9832,1
67.2508,50.8402,0.7833,-2.8046,33.0471,22.4144,-0.9391,-2.8046,0.1994,29.4964,1
47.9569,45.1047,0.3538,-1.468,68.2384,42.1048,1.0634,-1.468,0.6968,3.4978,1
56.5112,35.9856,-1.0229,1.2376,40.0438,35.5065,0.5003,1.2376,-0.2656,4.7784,1
214.2752,43.0648,2.2874,-0.2313,35.8972,28.9118,0.6819,-0.2313,1.6163,20.6552,1
54.0982,49.5175,-0.4269,0.7839,47.8384,45.8456,0.2938,0.7839,-0.0799,73.5836,1
200.4528,46.5489,-2.1395,0.7786,195.3252,43.6687,-2.1784,0.7786,-2.1583,2.8843,1
84.4576,34.362,-1.5482,0.9942,32.8084,32.6796,0.0887,0.9942,-0.7467,3.3407,1
52.9444,41.5292,0.7254,0.1789,135.0161,34.6775,2.0355,0.1789,1.3287,23.9039,1
88.4234,58.864,0.9644,-1.1671,39.1594,36.3178,0.393,-1.1671,0.7447,46.3283,1
80.7404,44.5969,1.1999,1.4383,30.2327,29.3979,-0.2378,1.4383,0.6083,15.2407,1
92.4095,54.4797,-1.1205,-0.7533,28.4315,28.4274,-0.0169,-0.7533,-0.7277,33.4837,1
114.38,50.5207,-1.4575,-2.4333,39.84,37.9539,-0.314,-2.4333,-0.9593,51.7259,1
269.273,54.6117,-2.2782,2.3266,190.7837,37.5789,-2.308,2.3266,-2.2903,27.9471,1
94.4564,31.9896,-1.7459,-2.0567,27.8194,26.8955,0.2614,-2.0567,-0.8084,8.7142,1
67.2267,30.579,1.4246,-1.2128,30.7794,23.3,-0.7812,-1.2128,0.4304,13.8152,1
215.6369,108.6476,-1.3081,0.2348,92.4625,28.7084,-1.8377,0.2348,-1.4211,95.6003,1
56.9411,55.1299,0.2556,1.996,38.7653,32.4445,-0.6145,1.996,-0.0729,31.9287,1
43.8368,41.6585,-0.322,0.0661,53.4826,36.6012,0.9269,0.0661,0.2666,5.1383,1
38.7019,37.7648,-0.2223,-2.0872,53.817,28.5687,-1.2471,-2.0872,-0.6692,11.8705,1
84.6091,48.2053,-1.1624,-0.7012,96.4584,41.1565,-1.4959,-0.7012,-1.3161,8.7423,1
56.0345,54.211,-0.2587,0.9584,37.6349,35.2826,0.3632,0.9584,-0.0115,18.9291,1
217.6493,85.4369,1.5873,0.2664,42.9155,22.1904,1.278,0.2664,1.523,64.4896,1
274.826,56.5421,-2.2635,-0.83,70.8862,27.6011,-1.5961,-0.83,-2.041,29.5919,1
133.2128,44.5703,1.7588,2.371,69.2694,41.7635,1.0925,2.371,1.4361,6.3651,1
66.593,45.4487,0.9307,1.0645,106.9487,38.7534,1.6737,1.0645,1.2739,19.1537,1
56.2827,49.3217,-0.5252,2.3487,55.7754,45.7743,-0.6496,2.3487,-0.5851,33.0262,1
44.537,41.4154,-0.3859,-2.194,85.5086,29.9472,-1.7101,-2.194,-0.9546,11.9086,1
59.9264,36.3768,-1.084,-2.0419,63.6989,25.7919,-1.5535,-2.0419,-1.2795,13.94,1
186.6977,47.5189,2.0449,-1.6161,78.0875,37.2777,1.37,-1.6161,1.7468,14.2397,1
64.5035,48.3263,-0.797,-1.1256,88.583,35.7362,-1.5575,-1.1256,-1.1228,14.3942,1
349.467,105.6341,1.8659,-1.3471,81.3381,26.5699,1.7842,-1.3471,1.8495,92.7838,1
52.1443,46.3459,0.4952,-2.2358,51.8545,42.3394,0.6585,-2.2358,0.5731,4.8777,1
171.4345,35.8754,-2.2462,-0.5457,30.9837,27.6022,-0.4901,-0.5457,-1.4603,8.4733,1
207.0342,63.2979,1.8539,-1.6284,36.3063,26.9822,0.8091,-1.6284,1.5269,42.0934,1
112.8854,91.7519,-0.6663,-2.4778,39.9577,39.8925,-0.0571,-2.4778,-0.4787,101.8704,1
129.7982,70.1249,1.2263,-1.4618,51.6245,30.8057,1.1054,-1.4618,1.1894,42.8651,1
97.9479,60.442,1.0632,1.5183,31.4581,31.1673,0.1365,1.5183,0.7391,36.3957,1
52.0413,48.0463,0.405,0.4751,51.2516,40.3052,0.7213,0.4751,0.5494,8.4829,1
72.8747,42.4291,1.1359,-1.1805,164.0506,38.0239,2.1414,-1.1805,1.6132,5.6116,1
94.3138,40.4114,-1.4912,1.3259,27.3797,26.6718,0.2299,1.3259,-0.7743,13.8197,1
192.2419,41.2718,2.22,-1.9387,70.5748,37.893,1.2336,-1.9387,1.7463,5.7963,1
61.249,47.6112,-0.7399,-2.4106,34.2876,31.5718,0.4119,-2.4106,-0.2697,17.1448,1
31.0107,30.665,0.15,-2.1338,94.7026,27.6736,1.9013,-2.1338,0.9895,4.4969,1
58.6925,45.6593,0.7387,0.9782,75.7887,42.5622,1.1799,0.9782,0.9517,11.823,1
75.5389,54.3194,-0.8574,-0.5264,64.836,39.7686,-1.0709,-0.5264,-0.9477,15.7315,1
138.725,39.5089,1.9282,3.0546,45.7591,35.0078,0.7649,3.0546,1.3782,4.7459,1
165.7069,39.1658,-2.1213,-2.6041,53.6671,38.0136,-0.8789,-2.6041,-1.5084,7.4262,1
38.1305,37.7995,0.1322,-1.5159,42.6635,33.9763,-0.7007,-1.5159,-0.2632,7.2787,1
38.713,35.3425,-0.4333,2.7404,62.2703,22.6283,1.6707,2.7404,0.4453,13.9325,1
44.2147,41.6131,0.3518,2.3423,50.216,40.581,-0.6761,2.3423,-0.1562,7.1807,1
62.5483,52.7887,-0.5991,-1.5885,49.6303,49.6274,-0.0109,-1.5885,-0.3138,34.8112,1
83.8331,76.2894,-0.4411,-0.1124,40.8429,36.9886,0.4526,-0.1124,-0.1408,75.5307,1
65.5408,44.8572,-0.9268,-0.7597,148.0912,28.3473,-2.3372,-0.7597,-1.4941,17.0615,1
43.2615,39.4507,-0.4361,-2.2616,85.8732,36.9393,-1.4869,-2.2616,-0.9456,2.5114,1
109.4303,59.7408,-1.2139,-2.9195,89.2441,39.2117,-1.4634,-2.9195,-1.3129,32.7764,1
234.0623,54.6123,2.1346,1.9791,75.5469,34.7664,1.4115,1.9791,1.8502,19.931,1
42.4369,41.986,-0.1464,-2.1734,52.4675,40.3319,-0.7575,-2.1734,-0.446,11.3589,1
49.5728,46.4291,0.3659,-0.0063,68.994,36.3333,1.2565,-0.0063,0.7602,12.5159,1
58.2884,48.0424,0.642,-2.2781,53.8413,43.1414,0.6905,-2.2781,0.665,5.6041,1
42.5065,41.3842,0.2324,2.2088,80.8873,40.8964,1.3041,2.2088,0.7653,21.8974,1
70.6143,25.7203,1.6681,-1.7979,30.2532,25.4366,-0.6061,-1.7979,0.5355,3.7872,1
242.3081,46.3738,-2.3373,-0.4218,169.5045,42.2057,-2.0676,-0.4218,-2.2088,4.1788,1
111.7009,43.3533,-1.5996,0.0056,180.3933,40.4972,-2.1742,0.0056,-1.8774,4.3881,1
