E1,pt1,eta1,phi1,E2,pt2,eta2,phi2,Rapidity,Pt,Class
317.0653,74.7425,2.124,0.7049,45.5811,44.3349,0.2366,0.7049,1.3707,32.8468,0
38.1306,33.8185,0.4998,-2.7619,29.9349,22.8667,0.7673,-2.7619,0.6078,28.2775,0
39.3786,39.0738,-0.1248,-3.1332,35.4112,26.9945,0.7705,-3.1332,0.2459,15.3311,0
42.8975,24.0113,1.1839,1.8084,52.0669,23.6916,1.4242,1.8084,1.3033,3.7973,0
130.8135,130.4975,-0.0696,-2.0023,45.6862,45.141999999999996,-0.1551,-2.0023,-0.0916,150.1742,0
98.7171,41.7194,-1.5065,-1.2555,43.8332,32.7919,-0.7992,-1.2555,-1.1935,65.9564,0
45.5967,45.3339,0.1076,2.7395,38.372,36.0367,-0.3581,2.7395,-0.0991,9.9239,0
54.2697,47.2315,-0.5394,-1.0490000000000002,37.0546,20.2655,-1.2117,-1.0490000000000002,-0.7453,30.3856,0
180.8563,35.6724,2.3066,0.139,61.8152,32.5206,1.2577,0.139,1.8044,5.7757,0
65.9079,29.1158,1.4573,-0.8188,28.855999999999998,27.7268,0.2844,-0.8188,0.8838,4.2554,0
83.2451,25.6573,1.8455,-2.9686,114.9784,24.4207,2.231,-2.9686,2.0335,1.2397,0
66.2899,41.4148,-1.0475,1.158,27.261999999999997,27.2531,-0.0255,1.158,-0.6339,17.7351,0
53.1924,45.4696,0.5749,2.5421,47.5853,31.5302,0.9706,2.5421,0.7374,19.9977,0
64.3013,52.2904,-0.6654,-1.4584,49.0181,36.5967,0.8022,-1.4584,-0.0425,41.4724,0
26.1999,26.0044,-0.1225,-0.3985,31.5127,23.3741,-0.812,-0.3985,-0.4496,8.422,0
74.4642,73.4802,-0.1635,-3.0398,89.2641,32.1131,-1.6814,-3.0398,-0.6661,41.536,0
38.5237,25.6846,-0.9623,-2.2284,22.9613,22.4153,-0.2203,-2.2284,-0.6154,3.4081,0
34.795,27.5983,-0.7073,0.4774,26.8944,26.3315,0.2064,0.4774,-0.2605,2.7072,0
36.3341,33.3382,0.4208,-0.4438,74.9129,28.7192,1.6130000000000002,-0.4438,0.9771,5.8633,0
232.1475,51.0083,-2.1962,1.9932,211.7939,46.33,-2.2008,1.9932,-2.1984,19.3873,0
68.8863,34.2309,1.3241,1.7768,118.81700000000001,33.6273,1.9347,1.7768,1.6268,1.9526,0
78.88600000000001,27.9866,1.6964,1.1201,58.9532,24.7834,1.5123,1.1201,1.6099,7.3688,0
46.6609,45.9907,-0.1705,-2.5514,127.9182,36.4638,-1.9273,-2.5514,-0.9672,24.4343,0
36.1189,33.238,0.4134,-1.1367,33.2859,28.9951,-0.5375,-1.1367,-0.0319,11.3113,0
82.7622,22.6121,-1.9714,-2.451,72.0345,21.2387,-1.892,-2.451,-1.933,2.0264,0
50.452,33.3207,0.975,1.3569,30.4514,21.4912,0.8841,1.3569,0.9393,12.8126,0
32.0356,32.0038,-0.0446,-0.8587,41.3987,26.9112,-0.996,-0.8587,-0.48200000000000004,5.9684,0
168.8829,37.8043,2.1772,-2.7704,102.5909,29.6154,1.9141,-2.7704,2.0615,12.0081,0
92.6296,26.2992,1.9314,0.9328,37.6326,22.8012,1.0864,0.9328,1.5373,5.4854,0
102.6838,39.415,1.6116,-1.9419,53.4334,34.1839,1.0169,-1.9419,1.3348,10.1132,0
38.681,29.8144,-0.7533,-2.9802,24.5622,24.5591,0.0158,-2.9802,-0.4042,8.4224,0
24.1844,20.631,-0.5788,0.3742,35.9904,20.1584,-1.1831,0.3742,-0.8775,2.9008,0
365.2495,175.9378,1.3598,1.0936,200.2774,163.6411,0.6573,1.0936,1.0207,13.5774,0
30.8417,22.7592,0.8196,-1.5223,22.6908,20.1432,-0.4978,-1.5223,0.1962,3.6618,0
51.8656,37.9962,-0.8304,2.977,25.9432,25.8069,-0.1027,2.977,-0.5332,15.3468,0
98.7299,24.3192,2.0787,0.8975,38.1801,20.379,1.2406,0.8975,1.6946,4.0068,0
88.6288,32.4567,1.6623,-2.2098,73.4221,24.5876,1.7578,-2.2098,1.7035,9.2344,0
77.9995,49.3652,1.0308,-1.6887,62.1645,40.7024,0.9864,-1.6887,1.0108,10.0573,0
66.1039,23.2505,1.7056,0.9271,33.124,22.0148,0.9665,0.9271,1.3457,6.6779,0
40.5006,40.1068,0.14,0.2573,22.709,21.9637,-0.2598,0.2573,-0.0021,18.532,0
32.7221,22.7304,0.9063,-0.6833,63.1338,20.9203,1.7690000000000001,-0.6833,1.3208,3.3625,0
27.5097,26.0106,-0.3379,0.0081,35.0189,20.5077,1.1287,0.0081,0.3213,8.5606,0
52.3638,25.6994,1.3384,-1.7204,33.330999999999996,23.9427,0.8589,-1.7204,1.107,8.2244,0
147.5333,35.4196,-2.1052,-0.077,100.2936,24.5778,-2.084,-0.077,-2.0965,11.1157,0
54.3817,29.049,1.2397,2.4012,72.4398,23.3751,1.7971,2.4012,1.489,6.1086,0
51.4124,31.2591,1.082,0.7187,26.6182,23.8267,-0.4795,0.7187,0.3896,10.9015,0
68.8999,57.6869,-0.6138,-1.797,29.8483,29.5736,0.1362,-1.797,-0.3548,74.6247,0
30.5041,25.535,0.6142,-1.8464,37.4631,20.9729,-1.1837,-1.8464,-0.2144,6.5218,0
160.3633,61.9048,-1.6055,3.0557,76.8068,47.2445,-1.0673,3.0557,-1.3717,35.318000000000005,0
51.0868,32.9334,1.0069,-0.9822,111.9786,32.7937,1.8991,-0.9822,1.4521,2.7402,0
153.3489,68.5904,-1.4435,0.0183,47.7849,39.4265,-0.6402,0.0183,-1.1451,106.7238,0
32.1978,32.1257,0.067,-0.6843,31.3914,30.3615,0.2597,-0.6843,0.1606,1.9153,0
41.9618,26.3297,-1.0419,-0.3607,86.0596,24.7771,-1.9169,-0.3607,-1.4669,4.5271,0
29.0639,27.7537,-0.3061,-0.3525,35.8031,22.9524,1.0142,-0.3525,0.2992,5.7668,0
108.0016,92.93299999999999,0.562,-0.9908,168.6751,62.1235,1.6562,-0.9908,1.0098,68.623,0
41.986000000000004,30.7405,-0.8312,-0.1219,107.9967,25.4286,-2.1252,-0.1219,-1.4243,5.3874,0
41.7881,34.1502,0.6569,-1.5861,31.991999999999997,28.379,-0.4994,-1.5861,0.1269,6.2405,0
83.1788,71.3528,0.5681,-0.8723,76.9872,67.5815,0.5217,-0.8723,0.5455,3.8302,0
146.4533,36.0483,-2.0795,-0.7653,194.1481,35.5208,-2.3832,-0.7653,-2.2302,3.8774,0
55.7813,47.4314,-0.585,-0.2429,104.7077,24.5947,-2.1277,-0.2429,-1.148,23.5294,0
129.7615,42.169,-1.7896,0.3023,129.3022,41.1075,-1.8128,0.3023,-1.8011,3.9517,0
38.1124,37.9486,0.0929,-0.4656,41.0506,35.6612,0.5431,-0.4656,0.3111,9.1345,0
72.8367,25.2088,1.7228,-1.1754,93.7163,23.5784,2.0569,-1.1754,1.8843,3.1771,0
54.1731,26.0761,-1.3606,1.4537,45.2994,24.1908,-1.2401,1.4537,-1.3026,4.8665,0
35.3473,30.7361,-0.5411,2.9741,22.9994,22.6633,-0.172,2.9741,-0.3842,9.6607,0
54.9149,54.7112,0.0863,0.0922,25.8683,20.1431,-0.7372,0.0922,-0.1434,38.9194,0
49.6476,23.8522,1.3628,2.5545,24.0865,20.2218,0.6088,2.5545,1.0155,3.6759,0
108.7275,30.7658,-1.9349,1.2974,50.8309,21.4821,-1.5065,1.2974,-1.7582,9.2962,0
109.2965,33.1145,-1.8635,1.3248,80.6197,30.0159,-1.6446,1.3248,-1.7594,10.6068,0
28.4486,20.6183,-0.8461,2.3433,80.2611,20.1245,-2.0604,2.3433,-1.4467,5.6048,0
37.9268,20.8602,-1.2049,-2.1630000000000003,39.0335,20.2721,-1.2728,-2.1630000000000003,-1.2384,4.0486,0
45.1629,32.5501,-0.8541,1.2522,49.0188,22.054000000000002,-1.4369,1.2522,-1.091,20.7456,0
135.5259,62.3025,-1.4127,-1.3413,109.9611,43.3412,-1.5829,-1.3413,-1.4826,23.3318,0
309.5203,65.321,-2.2375,1.4913,51.0641,21.2737,-1.5222,1.4913,-2.0562,44.2034,0
83.4963,34.3,-1.5377,1.4593,99.3904,33.0729,-1.7646,1.4593,-1.6491,1.2399,0
49.2977,22.8876,-1.4016,-3.0954,28.4136,20.325,-0.8649,-3.0954,-1.1488,2.6874,0
127.24799999999999,28.3994,2.1802,1.9029,71.3441,25.2099,1.7006,1.9029,1.9544,3.4831,0
123.7716,29.7514,2.1039,-2.0049,47.1346,27.6881,1.1249,-2.0049,1.6307,2.8515,0
2035.375,698.5059,-1.7318,-1.4325,760.5961,671.5708,0.5094,-1.4325,-0.6271,30.2401,0
79.3738,71.6819,0.4592,2.7612,162.2038,53.3902,1.7761,2.7612,1.033,19.0322,0
68.6924,52.2908,-0.7727,-0.32,43.6236,42.5536,0.2238,-0.32,-0.3218,20.7857,0
43.5863,31.1761,0.865,2.146,33.5855,21.8565,0.9945,2.146,0.9184,17.6105,0
43.1813,24.3675,-1.1740000000000002,-0.7011,51.8324,20.2035,-1.595,-0.7011,-1.3651,7.4632,0
60.35,43.8948,0.8409,2.3721,56.7371,33.9657,1.1014,2.3721,0.9546,58.7244,0
45.6833,23.6278,1.2777,1.8159,23.4085,21.8784,0.3719,1.8159,0.8411,3.1717,0
62.5419,31.1984,1.3196,-1.7896,44.6404,24.6078,1.2023,-1.7896,1.2679,8.1149,0
110.3445,40.7664,-1.6529,-3.0251,41.2639,38.0855,-0.4058,-3.0251,-1.0481,6.1023,0
123.1852,43.8706,-1.6923,0.9489,77.4716,40.3328,-1.27,0.9489,-1.4899,5.8394,0
72.0884,20.6854,1.9204,-2.0756,37.8263,20.0462,1.2491,-2.0756,1.5898,1.1814,0
36.0723,25.5512,-0.8789,-1.3303,39.1855,24.8065,-1.0305,-1.3303,-0.9536,0.7891,0
24.6457,23.9235,0.2451,-2.6777,90.0983,21.8867,-2.0931,-2.6777,-0.8873,2.0521,0
129.9604,23.4001,2.3994,-2.3014,36.3874,20.9959,1.1469,-2.3014,1.8033,3.4689,0
209.4961,82.8678,1.579,-2.6326,57.387,56.291000000000004,0.19699999999999998,-2.6326,1.0028,39.0343,0
184.4946,53.0211,-1.9188,2.1741,152.4827,31.1672,-2.2702,2.1741,-2.0493,22.3529,0
41.3664,38.0583,0.414,1.8675,38.1349,35.0386,0.4174,1.8675,0.4156,4.6543,0
251.9446,55.2091,2.199,3.0391,79.5182,46.6863,1.1256,3.0391,1.7033,10.0657,0
60.361999999999995,30.9375,-1.2882,-2.9127,32.0187,25.4454,0.7042,-2.9127,-0.3662,8.4931,0
124.4502,33.512,-1.9865,2.517,112.6028,28.7378,-2.0421,2.517,-2.0122,4.8428,0
56.3401,25.7776,1.4181,-2.1757,31.1952,22.9515,0.8240000000000001,-2.1757,1.1378,17.1216,0
80.5346,23.2789,1.9127,-1.5387,93.5878,20.6369,2.1926,-1.5387,2.0443,5.6471,0
25.0594,24.9233,0.1045,2.2497,49.45399999999999,23.7011,1.3656,2.2497,0.721,11.4297,0
133.5937,66.8909,1.3153,3.0768,24.3264,22.6164,0.3865,3.0768,1.0688,45.3443,0
24.253,22.6386,-0.3755,-1.8568,24.1791,20.945,-0.5488,-1.8568,-0.4588,1.8486,0
24.3564,23.9381,0.1867,2.8425,25.0608,22.7978,-0.442,2.8425,-0.1202,5.6634,0
33.5685,26.749000000000002,0.6997,-2.026,23.6988,23.4171,0.155,-2.026,0.445,6.5312,0
41.0489,24.6532,-1.0974,-1.5473,25.7551,23.7024,-0.4132,-1.5473,-0.7618,2.0865,0
27.0369,21.7354,0.685,1.935,22.1394,21.2169,0.2938,1.935,0.4917,14.7948,0
28.1367,26.941,-0.2968,1.7598,42.5292,23.596999999999998,-1.1945,1.7598,-0.7178,9.3013,0
121.8548,27.9085,-2.1537,1.6456,58.88399999999999,23.645,-1.5626,1.6456,-1.8819,17.2009,0
34.8483,26.3743,-0.7816,-0.7556,25.9314,24.1917,-0.377,-0.7556,-0.5879,15.1948,0
76.1312,33.9733,-1.4461,-0.8954,70.1737,22.5287,-1.8025,-0.8954,-1.5885,14.4022,0
62.353,34.0174,-1.2147,-0.5559,52.3893,32.4659,-1.0578,-0.5559,-1.1381,2.6323,0
57.934,57.909,-0.0294,-1.2776,47.6024,44.5548,0.3678,-1.2776,0.1436,33.0411,0
48.917,33.8334,-0.9123,2.7421,52.0638,30.2402,-1.1388,2.7421,-1.0192,3.5986,0
37.6772,28.2726,0.7946,-0.7309,32.1435,25.6886,0.6948,-0.7309,0.7471,2.7778,0
59.4082,25.0212,1.5102,-1.869,68.258,22.3042,1.7838,-1.869,1.6392,6.6588,0
91.881,44.7039,1.3483,-2.0946,47.263999999999996,30.7583,0.9945,-2.0946,1.2038,20.7983,0
65.0747,28.656,1.4609,-2.3564,115.1046,26.9107,2.1325,-2.3564,1.7865,3.1425,0
170.4109,65.8052,-1.6051,1.9374,63.7764,36.2789,-1.1643,1.9374,-1.4475,47.7326,0
38.6757,37.8855,0.2039,1.6692,38.1233,37.025999999999996,0.2429,1.6692,0.2231,55.6976,0
34.1571,34.010999999999996,-0.0926,0.6138,24.5983,24.4337,-0.11599999999999999,0.6138,-0.1024,10.0888,0
47.3815,24.9981,1.2543,-1.6416,25.6673,23.6649,-0.4085,-1.6416,0.4416,6.9851,0
57.8733,45.7389,-0.7132,0.7415,74.9295,32.8273,-1.4666,0.7415,-1.0307,72.4661,0
51.6646,33.1801,1.0118,0.0028,45.1182,20.2324,1.4406,0.0028,1.175,16.5578,0
255.7352,56.8652,2.184,2.1461,141.0224,33.8836,2.1044,2.1461,2.1543,24.4677,0
83.2102,31.9525,-1.6112,0.2373,109.5275,27.4303,-2.0616,0.2373,-1.8195,28.3916,0
181.8968,63.6587,1.7109,1.5173,109.9345,47.79,1.4752,1.5173,1.6098,86.7457,0
36.6979,23.9789,0.9892,0.3205,99.9241,21.3613,2.2244,0.3205,1.575,9.2926,0
67.7618,32.6324,1.3601,-2.8296,61.093,27.4898,1.4368,-2.8296,1.3951,5.5265,0
46.1916,22.3844,1.3529,0.2202,86.8855,20.2267,2.1369,0.2202,1.726,2.5886,0
27.2369,26.921999999999997,0.1528,-1.7886,43.1515,20.8427,1.3567,-1.7886,0.6861,32.058,0
76.9205,41.1534,-1.2379,1.1631,49.8919,40.9106,0.6511,1.1631,-0.2956,1.6639,0
128.7183,31.0371,2.1007,2.4052,40.889,28.6895,0.8923,2.4052,1.5177,3.2365,0
55.9349,25.0327,-1.4428,-1.8394,66.3631,24.5312,-1.6523,-1.8394,-1.5465,0.62,0
26.8677,26.570999999999998,-0.1493,-2.1201,48.559,25.3971,-1.2646,-2.1201,-0.6955,1.2792,0
40.4337,31.4391,-0.7395,1.0598,23.6473,23.5326,-0.0987,1.0598,-0.4637,11.4791,0
154.0844,65.7739,-1.4954,-2.9033,50.5036,50.2906,-0.092,-2.9033,-0.8746,22.5528,0
39.9804,28.5169,0.8690000000000001,-0.7885,32.9432,26.9598,0.6545,-0.7885,0.7648,2.165,0
92.3548,23.6063,2.0405,-0.20600000000000002,27.2323,20.1513,0.8155,-0.20600000000000002,1.4712,3.8375,0
88.0487,24.7092,1.9436,1.3416,59.5653,21.6054,1.6726,1.3416,1.8171,3.241,0
117.7286,25.8376,-2.1974,-1.5482,90.8525,23.1151,-2.0453,-1.5482,-2.1256,13.5031,0
31.5459,29.3525,-0.3842,2.5773,30.0145,22.7436,-0.7797,2.5773,-0.5572,16.3091,0
43.1232,33.0064,0.7642,2.3599,22.4901,22.22,-0.1558,2.3599,0.3884,19.3674,0
53.7707,33.3393,1.0572,-2.0779,130.907,27.7968,2.2312,-2.0779,1.5963,15.7505,0
28.618000000000002,25.5036,-0.4893,2.2788,69.7712,23.3505,-1.7585,2.2788,-1.0992,10.4621,0
22.592,20.8602,0.4047,0.5725,27.5364,20.1195,0.8343,0.5725,0.6157,0.8974,0
79.5538,61.79,0.7412,0.8536,124.8148,34.9165,1.9469,0.8536,1.1931,26.9212,0
27.0949,26.5139,-0.209,1.2978,57.6191,25.0516,1.4751,1.2978,0.6136,7.4131,0
89.4596,45.3245,-1.3017,2.1142,51.8676,42.7191,-0.6433,2.1142,-0.9819,3.6271,0
70.8951,39.2511,-1.197,-0.7975,38.0746,31.6775,-0.6253,-0.7975,-0.9409,7.8964,0
34.5482,24.4477,0.8803,-2.343,32.659,22.3308,0.9281,-2.343,0.9031,7.2261,0
62.6924,35.7492,-1.1614,-2.588,126.5142,24.6121,-2.3207,-2.588,-1.6443,19.2456,0
57.4723,46.4558,-0.6757,-0.6875,64.9544,40.1477,-1.0612,-0.6875,-0.8546,12.2463,0
50.369,25.1714,1.3176,0.4554,125.2723,23.7306,2.3478,0.4554,1.8187,5.3289,0
107.1552,43.8783,-1.5412,1.8935,20.884,20.863000000000003,-0.0449,1.8935,-1.0224,23.7299,0
73.0532,23.0896,-1.819,0.46399999999999997,111.0981,21.4697,-2.3275,0.46399999999999997,-2.0642,1.6853,0
88.8924,45.3944,-1.2925,1.3423,41.5182,21.3941,-1.2819999999999998,1.3423,-1.2891,24.0428,0
54.269,23.97,1.4575,2.5749,24.087,23.311999999999998,-0.2571,2.5749,0.6099,16.6712,0
172.25400000000002,62.5422,-1.6716,1.8914,244.8138,53.3035,-2.2056,1.8914,-1.9178,13.3995,0
120.0961,99.8165,-0.6271,2.3575,296.6544,97.3666,-1.7791,2.3575,-1.1967,2.505,0
23.2813,22.6452,0.2365,2.4524,27.1868,20.4684,0.7896,2.4524,0.4994,4.0574,0
37.4689,23.3336,1.0516,-0.4886,79.1822,21.8172,1.9627,-0.4886,1.4928,1.5673,0
197.40900000000002,41.8363,-2.2332,1.9469,122.5661,38.6953,-1.8202,1.9469,-2.0346,3.174,0
50.6879,46.6245,-0.4145,1.3006,48.3372,44.0869,0.4356,1.3006,-0.0007,4.8959,0
61.2864,49.5755,-0.6745,2.0458,43.8836,37.0813,-0.5968,2.0458,-0.6412,18.8976,0
57.0222,25.5937,-1.4396,-0.2107,37.7301,25.0816,-0.9663,-0.2107,-1.2053,12.8478,0
56.3846,43.7605,-0.7424,1.4048,109.9578,35.2095,-1.8052,1.4048,-1.2211,38.1267,0
32.3959,21.3085,0.9804,1.9169,21.7517,20.0449,-0.4098,1.9169,0.3037,5.9663,0
115.2679,39.9308,-1.7218,2.2258,51.8312,22.7101,-1.4665,2.2258,-1.6291,23.9887,0
404.26300000000003,120.0389,-1.8846,1.0548,191.5749,112.63,-1.1239,1.0548,-1.5158,91.86200000000001,0
147.8816,131.6645,0.4914,1.0179,68.5604,68.2464,-0.0959,1.0179,0.2885,152.5309,0
55.1172,26.2055,-1.3746,-0.7148,101.2768,25.113000000000003,-2.0719,-0.7148,-1.7161,3.747,0
92.3266,26.4125,1.9235,1.2088,105.3686,21.2007,2.2863,1.2088,2.0853,15.4864,0
65.9486,48.0163,0.8394,-2.8431,73.8474,35.2814,1.3691,-2.8431,1.0647,42.0169,0
41.3021,31.7511,-0.7574,1.3488,27.6169,27.5928,0.0418,1.3488,-0.3844,4.637,0
38.126,38.1259,-0.002,-0.8103,117.6338,36.5804,1.8361,-0.8103,0.902,3.0555,0
107.45299999999999,29.6447,1.9613,-1.6884,52.2105,28.6262,1.2087,-1.6884,1.5913,1.9202,0
26.9939,23.5671,0.5329,-1.0581,63.1963,21.3023,1.7509,-1.0581,1.1145,26.9852,0
111.1585,40.5017,-1.6678,2.7706,121.2603,29.75,-2.0829,2.7706,-1.844,12.5379,0
48.2769,37.039,-0.7605,1.0715,38.6796,24.8142,1.0132,1.0715,-0.0149,46.3983,0
71.2774,48.3448,0.9391,-1.7666,86.4063,43.0402,1.3213,-1.7666,1.1193,5.5327,0
29.2221,27.0851,-0.3947,-0.4711,36.8504,23.2312,-1.0359,-0.4711,-0.6915,11.623,0
42.1541,20.9127,-1.3259999999999998,1.7647,23.5504,20.8355,-0.5051,1.7647,-0.9163,3.9388,0
108.1393,23.4684,2.2089,0.3242,76.9411,20.0146,2.0224,0.3242,2.123,3.5532,0
24.3604,23.8577,-0.2049,-2.5793,49.951,23.5348,1.3849,-2.5793,0.5855,2.997,0
73.2506,30.3902,1.5268,-1.7714,56.0686,24.1444,1.4857,-1.7714,1.5086,27.0101,0
495.7078,99.007,2.2938,0.1943,118.8642,80.8921,0.9346,0.1943,1.6738,19.5691,0
42.7455,27.6019,1.0047,-1.2804,23.6431,23.3461,-0.1593,-1.2804,0.4665,7.1623,0
41.6247,27.6876,0.9654,1.7808,27.2654,27.2555,-0.0269,1.7808,0.4729,7.4286,0
92.5427,45.6183,1.3333,2.99,23.6789,23.5788,0.0921,2.99,0.8902,44.4317,0
36.7096,35.6286,0.2457,-2.3153,34.0672,32.6208,-0.2967,-2.3153,-0.0138,21.737,0
127.2454,29.0462,-2.1571,0.6201,76.3454,27.9766,-1.6616,0.6201,-1.9139,8.8078,0
85.9595,29.9841,1.7144,0.4621,146.5671,29.0209,2.3027,0.4621,2.0039,8.4873,0
216.2457,61.8782,1.9233,-1.3015,137.0569,61.4487,1.4408,-1.3015,1.6829,4.925,0
30.7896,28.8947,0.3602,1.8088,38.1365,20.0205,-1.2602,1.8088,-0.3279,9.1754,0
29.6104,22.12,0.8013,-0.0908,28.3551,20.0821,0.8791,-0.0908,0.8384,4.1176,0
111.4488,26.219,2.1261,-2.0793,105.8883,23.7644,2.1745,-2.0793,2.1491,2.4669,0
27.4325,27.1669,-0.1397,-2.8761,32.2613,24.0953,-0.8017,-2.8761,-0.4515,3.6996,0
255.673,65.9169,-2.0316,0.9566,289.4247,54.24,-2.3587,0.9566,-2.1794,12.5836,0
515.8581,147.7865,-1.922,0.9634,287.3808,107.1556,-1.6429,0.9634,-1.8046,62.3956,0
35.4008,33.2152,0.3608,1.4216,35.6566,30.4624,0.5760000000000001,1.4216,0.4638,2.7633,0
53.7832,45.373000000000005,0.5998,1.5499,74.8773,38.2747,1.2914,1.5499,0.9174,27.4106,0
51.6097,22.3796,1.4780000000000002,-1.8548,88.43700000000001,22.2573,2.0565,-1.8548,1.7665,2.0881,0
38.0173,32.4517,0.5776,-1.7942,34.9989,23.6964,0.9415,-1.7942,0.7315,13.9512,0
40.8371,35.8601,-0.5209,-2.9783,91.152,32.4035,-1.6942,-2.9783,-1.0809,6.1022,0
116.4541,32.7878,-1.9402,1.9223,59.4859,30.6495,-1.2821,1.9223,-1.6218,18.2115,0
27.3716,25.7931,0.3481,0.0766,24.1393,23.8437,-0.1573,0.0766,0.1051,14.5284,0
72.8008,33.2747,-1.4192,-1.0896,55.4945,30.025,-1.2246,-1.0896,-1.3269,7.194,0
45.4739,34.3417,-0.7849,-0.7829999999999999,33.9221,27.331999999999997,-0.6812,-0.7829999999999999,-0.7389,16.9518,0
41.0898,25.7758,1.0422,2.2423,26.9141,25.0475,0.3837,2.2423,0.7175,0.8326,0
42.5052,26.1647,1.0664,-0.9849,22.5924,20.7156,-0.4225,-0.9849,0.3955,5.7099,0
80.1168,25.5231,1.8107,-2.733,34.7425,21.2645,1.0736,-2.733,1.4742,4.2979,0
89.3251,30.45,-1.7389,0.6578,55.906000000000006,28.581,-1.2912,0.6578,-1.5219999999999998,1.9223,0
28.2873,26.9919,0.3086,0.8632,69.4126,26.9623,-1.5987,0.8632,-0.6447,1.8933,0
85.3752,30.2305,-1.6984,-0.3853,85.6419,20.2582,-2.1205,-0.3853,-1.8684,10.3329,0
43.9561,20.7777,-1.3812,-1.541,41.3392,20.2875,-1.3384,-1.541,-1.3601,4.6266,0
35.8923,35.8563,0.0448,-0.6801,48.8483,24.9042,1.2944,-0.6801,0.5693,13.0459,0
25.1284,24.9056,0.1337,-2.5046,25.7126,24.0171,0.3736,-2.5046,0.2515,3.734,0
56.9679,21.8069,-1.6146,1.4222,39.1181,21.2051,-1.2223,1.4222,-1.4211,2.0023,0
29.7536,26.4562,-0.4942,-1.6637,29.5097,25.4397,-0.5584,-1.6637,-0.5257,11.5593,0
47.184,45.7547,0.2493,-1.4494,35.7635,35.7027,-0.0584,-1.4494,0.1143,11.681,0
30.9953,28.0508,0.4543,0.0852,34.3002,21.5864,-1.0381,0.0852,-0.2093,36.2869,0
31.8143,21.8156,-0.9242,-2.7957,22.3283,21.0798,0.3425,-2.7957,-0.3005,7.6956,0
61.8929,28.6363,-1.4055,2.5218,43.931000000000004,27.8008,-1.031,2.5218,-1.2209999999999999,11.0272,0
51.3968,29.5319,-1.1521,0.1516,63.5621,24.9759,-1.5862,0.1516,-1.3513,14.3675,0
43.3817,31.2964,-0.8527,-0.0665,29.8015,29.6467,0.1021,-0.0665,-0.3873,3.4172,0
25.1443,24.8097,-0.1641,-2.2102,100.1782,22.2295,-2.1861,-2.2102,-1.1331,5.6325,0
53.5264,45.8514,-0.5708,0.9964,34.2538,34.1594,-0.0743,0.9964,-0.3581,18.0264,0
57.6182,43.4453,-0.7873,1.5534,116.2369,28.0527,2.0998,1.5534,0.4613,17.2951,0
136.9711,35.2648,-2.033,0.1079,41.1609,30.8113,-0.7983,0.1079,-1.4527,9.1396,0
129.1848,84.6365,0.9856,1.5131,79.413,78.9081,-0.1131,1.5131,0.4538,19.4063,0
39.4824,23.5452,-1.1062,-2.0875,33.9579,23.3618,-0.9197,-2.0875,-1.0133,1.8878,0
198.4081,68.2424,-1.7294,0.8823,60.2186,45.6179,-0.7801,0.8823,-1.3428,22.7057,0
46.7046,38.7391,0.6308,-1.4901,38.8152,38.5825,0.1098,-1.4901,0.3708,0.3763,0
38.3338,24.8196,-1.0012,-0.6623,120.4292,21.6992,-2.3987,-0.6623,-1.6595,3.1393,0
89.4835,28.6145,-1.8067,2.9522,51.0137,26.895,-1.2552,2.9522,-1.5393,13.0411,0
58.4288,39.6073,-0.9399,1.3828,39.6737,30.2299,-0.7712,1.3828,-0.8668,28.7142,0
29.0426,28.2153,-0.2416,2.6626,27.116,22.4994,-0.6301,2.6626,-0.4142,7.4218,0
79.2519,36.5364,1.4095,0.539,70.2916,32.1047,1.42,0.539,1.4144,5.4331,0
34.8453,32.9522,0.3374,3.0311,32.6142,24.3954,-0.7994,3.0311,-0.1541,18.2623,0
107.4363,44.2376,-1.5351,-0.212,45.6286,44.1828,-0.2551,-0.212,-0.8955,4.5021,0
30.726999999999997,29.2267,0.3191,2.8245,48.1286,28.6672,1.1077,2.8245,0.7098,1.9769999999999999,0
50.1415,37.177,-0.8126,1.8801,78.8029,28.7937,-1.6648,1.8801,-1.1875,17.7436,0
27.9676,27.9257,0.0548,1.0793,23.7557,21.5247,-0.4515,1.0793,-0.1663,6.7995,0
25.8612,22.6018,-0.5308,2.4353,31.1514,20.6625,-0.9692,2.4353,-0.7403,1.9682,0
37.5353,37.3783,0.0916,-1.0104,58.4397,32.535,-1.1904,-1.0104,-0.5102,6.4624,0
35.9051,34.4877,0.2857,-0.7403,37.3652,32.5761,0.5358,-0.7403,0.4072,17.1676,0
124.0902,26.7955,2.2141,-2.4943,42.8466,25.3785,1.1147,-2.4943,1.6780000000000002,2.3535,0
33.4101,23.5877,-0.8836,-0.8586,55.7839,22.581,-1.5538,-0.8586,-1.2116,1.021,0
168.7738,38.2873,2.1635,2.1507,159.3202,37.0979,2.1367,2.1507,2.1503,5.7449,0
34.8445,26.6725,0.7641,3.0947,41.0249,23.9154,1.1344,3.0947,0.9392,7.4207,0
62.6339,39.9538,1.0206,-1.2886,59.1296,39.2705,0.9675,-1.2886,0.9943,5.2001,0
47.5628,33.7517,0.8763,1.1981,59.853,33.2687,1.1923,1.1981,1.0332,15.5647,0
119.8534,31.7308,-2.0041,-0.9221,64.6677,26.7635,-1.5295,-0.9221,-1.7866,12.368,0
43.8607,37.6839,0.565,-0.2701,96.2295,26.2779,1.972,-0.2701,1.1599,26.9472,0
